pitcher_name,team_abb,season,era,fip,xfip,k_per_9,bb_per_9,k_pct,bb_pct,whip,ip,hr_per_9,gb_pct,lob_pct,war,fangraphs_id
Carl Edwards Jr.,WSN,2022,2.76,4.24,4.09,8.13,3.63,0.21899999999999997,0.098,1.23,62.0,1.16,0.47700000000000004,0.836,0.1,13607
Ryan Tepera,LAA,2022,3.61,4.21,4.25,7.38,3.14,0.203,0.086,1.08,57.1,1.1,0.41,0.6829999999999999,0.1,10291
Miguel Castro,NYY,2022,4.03,3.84,4.22,9.62,4.66,0.237,0.115,1.45,29.0,0.62,0.475,0.6940000000000001,0.1,15684
Luis Cessa,CIN,2022,4.57,5.02,4.29,6.58,3.12,0.17600000000000002,0.083,1.29,80.2,1.56,0.488,0.718,0.1,13345
Josh Winder,MIN,2022,4.7,4.87,4.9,6.31,2.42,0.16399999999999998,0.063,1.3,67.0,1.48,0.35,0.718,0.1,24606
Beau Brieske,DET,2022,4.19,4.97,4.78,5.95,2.76,0.159,0.07400000000000001,1.2,81.2,1.54,0.375,0.7559999999999999,0.1,26079
Ryan Yarbrough,TBR,2022,4.5,4.77,4.75,6.86,2.48,0.172,0.062,1.38,80.0,1.35,0.379,0.7390000000000001,0.1,16502
Drew Hutchison,DET,2022,4.53,4.93,4.93,5.81,3.59,0.147,0.091,1.48,105.1,1.28,0.40299999999999997,0.73,0.1,10732
Mark Melancon,ARI,2022,4.66,4.2,4.63,5.63,3.38,0.142,0.085,1.5,56.0,0.8,0.441,0.615,0.1,4264
Trevor Richards,TOR,2022,5.34,4.07,4.0,11.53,4.92,0.292,0.125,1.44,64.0,1.27,0.34,0.647,0.1,19309
Humberto Castellanos,ARI,2022,5.68,4.8,4.69,6.5,2.44,0.165,0.062,1.4,44.1,1.42,0.33299999999999996,0.6579999999999999,0.1,21183
Josh Staumont,KCR,2022,6.45,4.25,4.99,10.27,6.93,0.244,0.165,1.75,37.2,0.72,0.304,0.621,0.1,18335
Matthew Boyd,SEA,2022,1.35,3.19,4.41,8.78,5.4,0.245,0.151,0.98,13.1,0.0,0.414,0.857,0.1,15440
David Price,LAD,2022,2.45,3.88,3.23,8.26,2.01,0.222,0.054000000000000006,1.17,40.1,1.34,0.5579999999999999,0.9329999999999999,0.1,3184
Matt Bush,- - -,2022,3.47,4.08,3.28,11.16,2.72,0.303,0.07400000000000001,1.02,59.2,1.66,0.401,0.679,0.1,1246
Kyle Crick,CHW,2022,4.02,3.18,4.12,10.91,6.32,0.28800000000000003,0.16699999999999998,1.34,15.2,0.0,0.324,0.696,0.1,13182
Reyes Moronta,- - -,2022,4.3,4.41,4.81,9.08,4.3,0.23600000000000002,0.11199999999999999,1.27,37.2,1.19,0.317,0.698,0.1,14966
Phil Bickford,LAD,2022,4.72,4.26,3.57,9.89,2.07,0.271,0.057,1.1,61.0,1.77,0.373,0.69,0.1,18519
Trevor May,NYM,2022,5.04,3.87,3.75,10.8,3.24,0.27,0.081,1.44,25.0,1.44,0.292,0.7240000000000001,0.1,6398
Hyun-Jin Ryu,TOR,2022,5.67,4.78,4.24,5.33,1.33,0.142,0.035,1.33,27.0,1.67,0.457,0.655,0.1,14444
Chase Anderson,CIN,2022,6.38,5.07,4.62,8.63,5.63,0.223,0.146,1.33,24.0,1.13,0.516,0.552,0.1,6895
Jose Cisnero,DET,2022,1.08,3.67,5.09,8.28,6.84,0.21899999999999997,0.18100000000000002,1.36,25.0,0.0,0.371,0.8859999999999999,0.1,6399
Zack Thompson,STL,2022,2.08,3.89,3.96,7.01,3.63,0.19899999999999998,0.10300000000000001,0.98,34.2,0.78,0.537,0.8390000000000001,0.1,25918
Cody Morris,CLE,2022,2.28,4.34,4.19,8.75,4.56,0.23,0.12,1.39,23.2,1.14,0.354,0.868,0.1,25388
Jhonathan Diaz,LAA,2022,2.93,4.48,4.99,6.46,5.87,0.16699999999999998,0.152,1.5,15.1,0.59,0.511,0.833,0.1,20298
Logan Gillaspie,BAL,2022,3.12,3.57,4.45,5.19,1.56,0.135,0.040999999999999995,1.33,17.1,0.52,0.373,0.72,0.1,22461
Daniel Castano,MIA,2022,4.04,4.74,4.37,5.05,2.27,0.128,0.057999999999999996,1.43,35.2,1.26,0.45899999999999996,0.7170000000000001,0.1,19805
Shane Baz,TBR,2022,5.0,4.41,3.43,10.0,3.0,0.256,0.077,1.33,27.0,1.67,0.429,0.733,0.1,22264
Sean Hjelle,SFG,2022,5.76,3.51,2.72,10.08,2.88,0.243,0.07,1.64,25.0,1.08,0.59,0.608,0.1,21481
Nick Wittgren,STL,2022,5.9,3.84,5.12,5.28,3.1,0.127,0.075,1.55,29.0,0.31,0.43,0.63,0.1,15594
Josh Sborz,TEX,2022,6.45,4.05,3.25,12.9,4.43,0.32,0.11,1.61,22.1,1.61,0.298,0.6579999999999999,0.1,18323
Joan Adon,WSN,2022,7.1,5.11,5.06,7.65,5.43,0.177,0.126,1.78,64.2,1.11,0.478,0.619,0.1,22925
James Norwood,PHI,2022,8.31,3.63,3.75,11.42,4.67,0.259,0.106,1.9,17.1,1.04,0.33299999999999996,0.53,0.1,16440
Mark Appel,PHI,2022,1.74,3.02,4.31,4.35,2.61,0.125,0.075,1.16,10.1,0.0,0.563,0.833,0.1,14823
Gabe Speier,KCR,2022,2.33,3.78,4.2,6.52,2.33,0.182,0.065,1.09,19.1,0.93,0.456,0.879,0.1,17170
Jake Fishman,MIA,2022,4.09,2.84,4.19,4.91,0.0,0.125,0.0,1.18,11.0,0.0,0.462,0.688,0.1,20060
Matt Barnes,BOS,2022,4.31,3.87,4.97,7.71,4.76,0.193,0.11900000000000001,1.44,39.2,0.45,0.45299999999999996,0.664,0.1,12863
Mauricio Llovera,SFG,2022,4.41,3.72,3.58,11.02,4.41,0.278,0.111,1.35,16.1,1.1,0.465,0.7290000000000001,0.1,20080
Yerry De Los Santos,PIT,2022,4.91,4.01,3.93,9.12,3.86,0.23199999999999998,0.098,1.29,25.2,1.05,0.528,0.537,0.1,21420
Jordan Weems,WSN,2022,5.22,4.25,3.97,9.3,2.72,0.247,0.07200000000000001,1.18,39.2,1.59,0.33899999999999997,0.618,0.1,13190
Casey Mize,DET,2022,5.4,4.21,5.58,3.6,1.8,0.08900000000000001,0.044000000000000004,1.5,10.0,0.9,0.368,0.662,0.1,20492
Tayler Scott,SDP,2022,6.75,3.53,3.93,9.75,4.5,0.22,0.102,2.08,12.0,0.75,0.45,0.636,0.1,13652
Julian Merryweather,TOR,2022,6.75,4.35,4.29,7.76,2.36,0.193,0.059000000000000004,1.43,26.2,1.35,0.48200000000000004,0.581,0.1,16703
Tim Mayza,TOR,2022,3.14,3.98,2.93,8.14,2.22,0.228,0.062,1.11,48.2,1.29,0.579,0.7959999999999999,0.0,15042
Glenn Otto,TEX,2022,4.64,5.21,4.82,7.1,4.11,0.182,0.106,1.33,135.2,1.39,0.431,0.7290000000000001,0.0,21366
Steven Okert,MIA,2022,2.98,4.36,4.14,11.05,4.56,0.285,0.11800000000000001,1.17,51.1,1.23,0.35,0.8390000000000001,0.0,13580
Josh Winckowski,BOS,2022,5.89,4.95,4.61,5.63,3.45,0.139,0.085,1.59,70.1,1.28,0.519,0.67,0.0,22387
Domingo Acevedo,OAK,2022,3.33,4.01,3.88,7.71,2.26,0.218,0.064,0.99,67.2,1.2,0.408,0.767,0.0,17092
Jose Cuas,KCR,2022,3.58,4.39,4.88,8.12,5.73,0.18899999999999997,0.133,1.67,37.2,0.48,0.491,0.77,0.0,17701
Dominic Leone,SFG,2022,4.01,4.04,4.11,9.49,4.38,0.23399999999999999,0.10800000000000001,1.6,49.1,1.09,0.389,0.779,0.0,13763
Rowan Wick,CHC,2022,4.22,4.19,3.7,9.7,4.08,0.235,0.099,1.69,64.0,1.27,0.44299999999999995,0.747,0.0,14646
Reiver Sanmartin,CIN,2022,6.32,4.81,4.39,7.42,4.58,0.184,0.113,1.67,57.0,1.26,0.545,0.621,0.0,19754
Jaime Barria,LAA,2022,2.61,4.39,4.39,6.13,2.16,0.171,0.06,1.03,79.1,1.25,0.409,0.805,0.0,18356
Drew Smith,NYM,2022,3.33,4.33,3.72,10.37,2.93,0.28300000000000003,0.08,1.15,46.0,1.76,0.345,0.8909999999999999,0.0,17755
Corey Knebel,PHI,2022,3.43,4.46,4.85,8.26,5.64,0.21100000000000002,0.14400000000000002,1.37,44.2,0.81,0.39299999999999996,0.7140000000000001,0.0,15010
Michael Rucker,CHC,2022,3.95,4.28,4.09,8.23,3.29,0.218,0.087,1.28,54.2,1.32,0.434,0.765,0.0,19454
Hunter Strickland,CIN,2022,4.91,4.78,4.96,8.66,4.76,0.21100000000000002,0.11599999999999999,1.51,62.1,1.16,0.342,0.713,0.0,7836
Greg Weissert,NYY,2022,5.56,4.17,4.72,8.74,3.97,0.22899999999999998,0.10400000000000001,0.97,11.1,0.79,0.4,0.517,0.0,20375
JT Chargois,TBR,2022,2.42,4.28,3.86,6.85,2.01,0.198,0.057999999999999996,0.94,22.1,1.21,0.597,0.851,0.0,13767
Wily Peralta,DET,2022,2.58,4.08,4.79,7.51,5.63,0.19,0.14300000000000002,1.51,38.1,0.47,0.46399999999999997,0.836,0.0,7738
Sam Moll,OAK,2022,2.91,4.22,4.05,9.55,4.57,0.24600000000000002,0.11800000000000001,1.27,43.1,1.04,0.5,0.8240000000000001,0.0,14874
Jonathan Hernandez,TEX,2022,2.97,3.97,3.99,8.01,5.04,0.20600000000000002,0.13,1.42,30.1,0.59,0.624,0.728,0.0,17464
Jandel Gustave,MIL,2022,3.86,4.43,4.06,8.68,3.54,0.225,0.092,1.29,28.0,1.29,0.5,0.772,0.0,14665
Darren O'Day,ATL,2022,4.15,4.04,4.15,10.8,4.15,0.27699999999999997,0.106,1.34,21.2,1.25,0.386,0.698,0.0,3321
Jack Flaherty,STL,2022,4.25,4.97,4.93,8.25,5.5,0.198,0.132,1.61,36.0,1.0,0.41700000000000004,0.784,0.0,17479
Cristopher Sanchez,PHI,2022,5.63,4.56,4.2,7.88,3.83,0.198,0.096,1.38,40.0,1.13,0.542,0.654,0.0,20778
Matthew Liberatore,STL,2022,5.97,5.02,4.93,7.27,4.67,0.174,0.11199999999999999,1.73,34.2,1.3,0.384,0.7040000000000001,0.0,22294
Jake Reed,- - -,2022,7.02,5.09,5.58,7.02,4.32,0.16899999999999998,0.10400000000000001,1.5,16.2,1.08,0.396,0.516,0.0,16209
Chris Devenski,- - -,2022,8.59,4.54,4.11,7.36,0.61,0.179,0.015,1.5,14.2,1.84,0.415,0.479,0.0,12763
Luke Bard,- - -,2022,1.8,3.85,5.03,4.8,4.2,0.136,0.11900000000000001,0.93,15.0,0.0,0.39,0.813,0.0,14288
Tyler Cyr,- - -,2022,2.7,4.01,2.95,10.8,3.38,0.29100000000000004,0.091,1.2,13.1,1.35,0.485,0.915,0.0,18421
Mason Thompson,WSN,2022,2.92,4.17,4.55,5.47,3.28,0.149,0.08900000000000001,1.14,24.2,0.73,0.5329999999999999,0.802,0.0,21850
Huascar Brazoban,MIA,2022,3.09,3.99,3.93,11.25,5.91,0.284,0.149,1.47,32.0,0.84,0.494,0.804,0.0,6107
Hirokazu Sawamura,BOS,2022,3.73,4.16,4.51,7.11,4.8,0.18100000000000002,0.122,1.42,50.2,0.71,0.5,0.738,0.0,27515
Zack Kelly,BOS,2022,3.95,4.28,4.33,7.24,2.63,0.18600000000000003,0.068,1.32,13.2,1.32,0.455,0.789,0.0,20349
John King,TEX,2022,4.03,4.09,3.66,5.26,2.45,0.135,0.063,1.46,51.1,0.88,0.6459999999999999,0.71,0.0,22051
Anthony Misiewicz,- - -,2022,4.34,4.08,4.22,8.38,3.1,0.223,0.083,1.28,29.0,1.24,0.373,0.701,0.0,18152
Michael Grove,LAD,2022,4.6,5.16,4.77,7.36,3.07,0.18,0.075,1.43,29.1,1.84,0.402,0.625,0.0,23221
Touki Toussaint,LAA,2022,4.62,4.81,4.78,9.24,6.75,0.24100000000000002,0.17600000000000002,1.34,25.1,0.71,0.536,0.71,0.0,16929
Adonis Medina,NYM,2022,6.08,4.04,4.38,6.46,2.28,0.155,0.055,1.52,23.2,0.76,0.519,0.591,0.0,19903
Anthony Banda,- - -,2022,6.75,4.5,4.49,10.13,4.39,0.222,0.096,2.1,26.2,1.35,0.33299999999999996,0.725,0.0,14706
Ashton Goudeau,COL,2022,7.08,4.93,5.05,7.08,4.43,0.17,0.106,1.72,20.1,1.33,0.368,0.552,0.0,15139
Kyle Muller,ATL,2022,8.03,5.22,4.43,8.76,5.84,0.203,0.136,1.7,12.1,1.46,0.395,0.5489999999999999,0.0,20167
Ryan Weber,NYY,2022,0.84,4.05,3.8,2.53,0.84,0.081,0.027000000000000003,0.66,10.2,0.84,0.606,1.0,0.0,10160
Matt Gage,TOR,2022,1.38,3.88,4.13,8.31,4.15,0.24,0.12,0.92,13.0,0.69,0.5,0.7759999999999999,0.0,17381
Danny Coulombe,MIN,2022,1.46,3.84,5.52,6.57,6.57,0.17,0.17,1.3,12.1,0.0,0.371,0.813,0.0,13293
Jesus Tinoco,TEX,2022,2.18,4.23,4.76,7.84,4.35,0.214,0.11900000000000001,1.06,20.2,0.87,0.37,0.8909999999999999,0.0,16300
Ronny Henriquez,MIN,2022,2.31,3.97,4.63,6.94,2.31,0.18,0.06,0.94,11.2,0.77,0.528,0.7759999999999999,0.0,24094
Tommy Hunter,NYM,2022,2.42,4.28,3.94,8.87,2.42,0.23399999999999999,0.064,1.21,22.1,1.61,0.4,0.888,0.0,1157
Tommy Kahnle,LAD,2022,2.84,4.38,3.14,9.95,2.13,0.304,0.065,0.63,12.2,1.42,0.68,0.8540000000000001,0.0,11384
Tyler Thornburg,- - -,2022,3.32,4.22,5.95,6.63,5.21,0.161,0.126,1.42,19.0,0.47,0.32799999999999996,0.677,0.0,10688
Zack Weiss,LAA,2022,3.38,4.16,3.77,12.15,4.73,0.321,0.125,1.05,13.1,1.35,0.345,0.738,0.0,15444
Beau Sulser,- - -,2022,3.63,4.5,4.35,7.66,3.63,0.192,0.091,1.48,22.1,1.21,0.47100000000000003,0.6709999999999999,0.0,23420
Taylor Widener,ARI,2022,3.63,4.38,5.36,7.27,2.6,0.171,0.061,1.56,17.1,1.04,0.317,0.809,0.0,19266
Reiss Knehr,SDP,2022,3.95,4.36,5.35,6.59,2.63,0.16899999999999998,0.068,1.1,13.2,0.66,0.293,0.7390000000000001,0.0,21541
Justin Grimm,OAK,2022,4.11,4.29,5.27,6.46,4.11,0.155,0.099,1.63,15.1,0.59,0.41200000000000003,0.742,0.0,11720
Kenny Rosenberg,LAA,2022,4.22,4.52,5.52,6.75,5.06,0.17,0.128,1.41,10.2,0.84,0.242,0.735,0.0,20009
Phillips Valdez,BOS,2022,4.41,3.91,5.09,7.16,3.86,0.18100000000000002,0.09699999999999999,1.16,16.1,0.0,0.5870000000000001,0.56,0.0,15605
Robert Gsellman,CHC,2022,4.7,4.22,4.26,5.28,1.76,0.141,0.047,1.3,15.1,1.17,0.41200000000000003,0.581,0.0,13696
Matt Peacock,- - -,2022,5.4,4.41,4.0,5.4,3.6,0.13,0.087,1.6,10.0,0.9,0.6,0.685,0.0,20339
Drew Steckenrider,SEA,2022,5.65,4.58,4.62,6.28,3.14,0.147,0.07400000000000001,1.81,14.1,1.26,0.34,0.733,0.0,18806
Edwin Uceta,ARI,2022,5.82,4.52,4.91,6.88,3.71,0.17800000000000002,0.096,1.24,17.0,1.06,0.423,0.521,0.0,20539
Robert Dugger,- - -,2022,6.19,4.49,3.9,10.69,3.94,0.264,0.09699999999999999,1.63,16.0,1.69,0.28300000000000003,0.688,0.0,19191
Anthony DeSclafani,SFG,2022,6.63,4.85,4.14,8.05,1.89,0.18100000000000002,0.043,2.0,19.0,1.89,0.43700000000000006,0.539,0.0,13050
Sam Coonrod,PHI,2022,7.82,4.61,5.11,8.53,4.97,0.207,0.121,1.5,12.2,0.71,0.361,0.485,0.0,17264
Caleb Kilian,CHC,2022,10.32,4.97,6.79,7.15,9.53,0.161,0.214,2.03,11.1,0.0,0.5,0.375,0.0,26213
Marco Gonzales,SEA,2022,4.13,5.05,4.9,5.07,2.46,0.132,0.064,1.33,183.0,1.48,0.42,0.737,-0.1,15467
Wil Crowe,PIT,2022,4.38,4.31,4.29,8.05,4.5,0.205,0.114,1.39,76.0,0.95,0.498,0.706,-0.1,19800
Devin Smeltzer,MIN,2022,3.71,5.23,4.97,5.12,2.43,0.139,0.066,1.22,70.1,1.66,0.386,0.828,-0.1,19487
Nick Vespi,BAL,2022,4.1,4.48,3.3,9.57,2.73,0.25,0.071,1.41,26.1,1.71,0.42700000000000005,0.8390000000000001,-0.1,21093
Dillon Peters,PIT,2022,4.58,4.74,4.89,5.95,3.89,0.158,0.10300000000000001,1.32,39.1,1.14,0.43,0.711,-0.1,18790
Emilio Pagan,MIN,2022,4.43,4.21,3.26,12.0,3.71,0.307,0.095,1.37,63.0,1.71,0.40399999999999997,0.726,-0.1,14771
Tyler Alexander,DET,2022,4.81,4.99,4.77,5.44,2.23,0.14300000000000002,0.059000000000000004,1.32,101.0,1.6,0.35200000000000004,0.6990000000000001,-0.1,17735
Collin Snider,KCR,2022,6.55,4.45,4.48,5.77,3.93,0.146,0.099,1.6,34.1,0.79,0.514,0.606,-0.1,23307
Andrew Kittredge,TBR,2022,3.15,4.61,3.79,6.3,0.9,0.187,0.027000000000000003,0.85,20.0,1.8,0.45799999999999996,0.877,-0.1,12828
Ryan Pepiot,LAD,2022,3.47,5.42,5.31,10.4,6.69,0.263,0.16899999999999998,1.46,36.1,1.49,0.264,0.861,-0.1,26221
Trevor Gott,MIL,2022,4.14,4.45,3.82,8.67,2.36,0.237,0.065,1.03,45.2,1.58,0.43700000000000006,0.644,-0.1,15046
Angel Zerpa,KCR,2022,1.64,5.75,5.0,2.45,2.45,0.068,0.068,1.09,11.0,1.64,0.514,0.978,-0.1,22717
Andrew Wantz,LAA,2022,3.22,4.48,4.39,9.3,3.75,0.255,0.10300000000000001,1.15,50.1,1.43,0.297,0.84,-0.1,24933
Albert Abreu,- - -,2022,3.26,4.77,4.31,8.84,5.12,0.221,0.128,1.47,38.2,1.16,0.519,0.8490000000000001,-0.1,17485
Andres Machado,WSN,2022,3.34,4.51,4.55,6.98,3.94,0.17600000000000002,0.1,1.37,59.1,1.06,0.433,0.6970000000000001,-0.1,14681
Bryan Garcia,DET,2022,3.54,5.28,4.96,7.52,4.43,0.20199999999999999,0.11900000000000001,1.18,20.1,1.33,0.40700000000000003,0.833,-0.1,19457
Derek Law,- - -,2022,4.12,4.89,4.34,7.78,3.66,0.185,0.087,1.58,19.2,1.37,0.469,0.6940000000000001,-0.1,13133
Jackson Tetreault,WSN,2022,5.14,6.16,5.8,3.86,4.29,0.094,0.10400000000000001,1.57,21.0,1.71,0.40299999999999997,0.657,-0.1,20565
Alex Colome,COL,2022,5.74,4.54,4.54,6.13,4.21,0.149,0.102,1.68,47.0,0.96,0.556,0.597,-0.1,6661
Josh Fleming,TBR,2022,6.43,4.43,3.58,7.46,3.09,0.172,0.071,1.89,35.0,1.29,0.638,0.517,-0.1,20418
Stephen Nogosek,NYM,2022,2.45,4.66,4.51,8.59,2.86,0.221,0.07400000000000001,1.23,22.0,1.64,0.33299999999999996,0.804,-0.1,19545
Anthony Bender,MIA,2022,3.26,4.77,3.67,7.91,3.72,0.218,0.10300000000000001,1.29,19.1,1.4,0.5379999999999999,0.872,-0.1,19742
Jarlin Garcia,SFG,2022,3.74,4.27,4.25,7.75,2.49,0.207,0.067,1.2,65.0,1.38,0.391,0.6920000000000001,-0.1,18282
Justus Sheffield,SEA,2022,3.86,4.83,4.85,5.4,4.63,0.13699999999999998,0.11800000000000001,1.29,11.2,0.77,0.583,0.753,-0.1,17285
Blake Taylor,HOU,2022,3.94,4.86,5.53,5.06,5.63,0.12,0.133,1.56,16.0,0.56,0.455,0.772,-0.1,16418
Jose Ruiz,CHW,2022,4.6,4.43,4.14,10.09,4.9,0.257,0.125,1.42,60.2,1.34,0.42100000000000004,0.736,-0.1,14552
Cole Sulser,MIA,2022,5.29,4.58,3.73,10.06,4.24,0.255,0.107,1.62,34.0,1.59,0.402,0.687,-0.1,15256
Yunior Marte,SFG,2022,5.44,4.38,4.32,8.25,4.13,0.20600000000000002,0.10300000000000001,1.44,48.0,0.94,0.486,0.632,-0.1,14416
Yoan Lopez,NYM,2022,5.73,5.29,5.22,8.18,4.09,0.196,0.098,1.73,11.0,1.64,0.4,0.698,-0.1,17181
Kaleb Ort,BOS,2022,6.35,4.84,5.15,8.58,4.76,0.201,0.11199999999999999,1.76,28.1,1.27,0.307,0.625,-0.1,20061
Jake McGee,- - -,2022,6.81,4.84,5.53,6.08,2.92,0.153,0.07400000000000001,1.43,37.0,1.46,0.272,0.5379999999999999,-0.1,7550
Tyson Miller,TEX,2022,10.97,5.64,5.95,6.75,6.75,0.14300000000000002,0.14300000000000002,2.25,10.2,0.84,0.447,0.488,-0.1,19976
Angel De Jesus,DET,2022,2.13,5.48,6.0,4.97,2.84,0.13,0.07400000000000001,1.03,12.2,1.42,0.366,0.9840000000000001,-0.1,22323
Brandon Bielak,HOU,2022,3.65,4.98,4.67,8.76,2.92,0.222,0.07400000000000001,1.22,12.1,1.46,0.514,0.855,-0.1,19866
Phil Maton,HOU,2022,3.84,4.33,3.82,10.01,3.29,0.26,0.085,1.25,65.2,1.37,0.382,0.737,-0.1,18064
Cody Poteet,MIA,2022,3.86,4.65,4.11,6.75,3.54,0.184,0.096,1.21,28.0,1.29,0.512,0.775,-0.1,18769
Hanser Alberto,LAD,2022,4.09,6.39,7.66,0.82,2.45,0.021,0.064,1.18,11.0,1.64,0.19,0.804,-0.1,11902
Trent Thornton,TOR,2022,4.11,4.66,4.48,7.24,3.33,0.196,0.09,1.24,46.0,1.37,0.34299999999999997,0.768,-0.1,17948
Ross Detwiler,CIN,2022,4.44,4.94,3.93,9.57,3.42,0.23,0.08199999999999999,1.56,26.1,1.71,0.38299999999999995,0.838,-0.1,2859
Adam Kolarek,OAK,2022,4.58,4.7,4.72,4.58,4.08,0.114,0.10099999999999999,1.58,17.2,0.51,0.695,0.743,-0.1,10843
Jeremy Beasley,TOR,2022,4.8,5.45,3.95,11.4,3.0,0.297,0.078,1.27,15.0,2.4,0.289,0.779,-0.1,20205
Corbin Martin,ARI,2022,4.84,4.59,4.7,8.46,4.84,0.20800000000000002,0.11900000000000001,1.66,22.1,1.21,0.299,0.701,-0.1,19884
Luke Farrell,- - -,2022,5.4,5.25,4.62,8.4,4.2,0.2,0.1,1.67,15.0,1.8,0.306,0.721,-0.1,15101
Sean Reid-Foley,NYM,2022,5.4,5.21,5.98,7.2,6.3,0.182,0.159,1.4,10.0,0.9,0.39299999999999996,0.662,-0.1,17034
Eric Stout,- - -,2022,5.64,4.59,5.48,10.07,6.45,0.22699999999999998,0.145,1.84,22.1,0.81,0.348,0.7040000000000001,-0.1,16873
Chi Chi Gonzalez,- - -,2022,5.87,5.55,4.65,5.87,2.74,0.152,0.071,1.52,23.0,1.96,0.41600000000000004,0.7140000000000001,-0.1,14663
Cole Sands,MIN,2022,5.87,4.74,5.03,8.22,3.82,0.193,0.09,1.57,30.2,1.17,0.444,0.675,-0.1,21461
Max Castillo,- - -,2022,5.95,5.17,4.07,8.47,3.43,0.218,0.08800000000000001,1.35,39.1,1.83,0.469,0.616,-0.1,21956
Paul Fry,- - -,2022,6.23,4.5,3.95,9.69,6.23,0.23,0.14800000000000002,1.54,13.0,0.69,0.629,0.583,-0.1,15832
Carlos Hernandez,KCR,2022,7.39,5.2,5.72,5.63,4.98,0.132,0.11699999999999999,1.84,56.0,1.13,0.381,0.594,-0.1,22713
Chad Smith,COL,2022,7.5,4.83,4.54,11.5,7.5,0.271,0.17600000000000002,1.72,18.0,1.0,0.556,0.596,-0.1,20190
Domingo Tapia,OAK,2022,8.47,5.11,6.0,6.35,7.41,0.133,0.156,2.29,17.0,0.53,0.484,0.622,-0.1,12178
Chase De Jong,PIT,2022,2.64,4.74,4.96,7.41,3.77,0.201,0.102,1.14,71.2,1.26,0.335,0.863,-0.2,15036
Brent Suter,MIL,2022,3.78,4.4,4.18,7.16,2.97,0.195,0.081,1.2,66.2,1.22,0.45,0.7240000000000001,-0.2,13942
Tyler Matzek,ATL,2022,3.5,4.49,5.59,7.42,5.98,0.196,0.158,1.26,43.2,0.62,0.33,0.682,-0.2,10058
Colin Poche,TBR,2022,3.99,4.54,4.05,9.82,3.38,0.261,0.09,1.16,58.2,1.69,0.318,0.728,-0.2,19403
Anibal Sanchez,WSN,2022,4.28,5.77,5.27,6.23,4.28,0.16399999999999998,0.113,1.27,69.1,1.69,0.379,0.7859999999999999,-0.2,3284
Aroldis Chapman,NYY,2022,4.46,4.57,4.77,10.65,6.94,0.26899999999999996,0.175,1.43,36.1,0.99,0.35600000000000004,0.738,-0.2,10233
Yohan Ramirez,- - -,2022,4.58,4.88,4.72,7.71,4.82,0.192,0.12,1.39,37.1,0.96,0.495,0.7440000000000001,-0.2,19444
Jhoulys Chacin,COL,2022,7.61,4.93,4.88,7.04,3.99,0.16899999999999998,0.096,1.61,47.1,1.33,0.392,0.499,-0.2,2608
Luis Perdomo,MIL,2022,3.8,4.8,3.79,4.56,1.14,0.125,0.031,1.14,23.2,1.52,0.625,0.804,-0.2,14682
Garrett Hill,DET,2022,4.03,5.15,5.56,5.97,4.33,0.152,0.11,1.36,60.1,1.19,0.365,0.762,-0.2,25097
Anthony Gose,CLE,2022,4.71,5.06,4.35,12.0,6.0,0.304,0.152,1.38,21.0,1.71,0.265,0.6970000000000001,-0.2,5097
Bryse Wilson,PIT,2022,5.52,5.06,4.54,6.15,2.49,0.155,0.063,1.42,115.2,1.56,0.433,0.6409999999999999,-0.2,19990
Manuel Rodriguez,CHC,2022,3.29,4.87,4.89,5.27,5.93,0.14,0.158,1.39,13.2,0.66,0.525,0.7390000000000001,-0.2,20794
Matt Festa,SEA,2022,4.17,4.26,3.47,10.67,3.0,0.292,0.08199999999999999,1.13,54.0,1.67,0.386,0.755,-0.2,19330
Erich Uelmen,CHC,2022,4.67,5.0,5.2,7.0,4.0,0.172,0.098,1.37,27.0,1.0,0.47600000000000003,0.722,-0.2,20323
Austin Warren,LAA,2022,5.63,5.36,5.15,5.06,2.81,0.129,0.071,1.5,16.0,1.69,0.377,0.7070000000000001,-0.2,24937
Kodi Whitley,STL,2022,5.68,5.88,5.46,8.53,6.39,0.203,0.153,1.58,12.2,1.42,0.41700000000000004,0.7290000000000001,-0.2,19731
Art Warren,CIN,2022,6.5,5.06,4.58,10.0,5.5,0.242,0.133,1.64,36.0,1.5,0.376,0.608,-0.2,18251
Eduard Bazardo,BOS,2022,2.76,6.05,4.77,6.06,2.2,0.16899999999999998,0.062,0.98,16.1,2.2,0.41700000000000004,1.0,-0.2,20997
Oliver Ortega,LAA,2022,3.71,4.76,3.94,8.74,4.76,0.223,0.122,1.47,34.0,1.32,0.495,0.75,-0.2,21025
Jared Koenig,OAK,2022,5.72,4.84,5.18,5.03,3.43,0.124,0.085,1.4,39.1,0.92,0.485,0.643,-0.2,27517
Chase Silseth,LAA,2022,6.59,5.97,4.24,7.53,3.77,0.18600000000000003,0.09300000000000001,1.57,28.2,2.2,0.462,0.691,-0.2,30074
Luis Frias,ARI,2022,10.59,5.41,6.56,7.41,9.0,0.156,0.18899999999999997,2.35,17.0,0.53,0.397,0.53,-0.2,21997
Will Smith,- - -,2022,3.97,4.26,4.14,9.92,3.81,0.249,0.096,1.41,59.0,1.37,0.35200000000000004,0.691,-0.2,8048
Ronald Bolanos,KCR,2022,4.42,5.68,5.71,5.89,5.89,0.138,0.138,1.75,18.1,0.98,0.517,0.807,-0.2,20041
