pitcher_name,team_abb,season,era,fip,xfip,k_per_9,bb_per_9,k_pct,bb_pct,whip,ip,hr_per_9,gb_pct,lob_pct,war,fangraphs_id
Tyson Miller,- - -,2024,2.32,3.67,4.17,7.84,1.6,0.23,0.047,0.81,62.0,1.02,0.307,0.8190000000000001,0.5,19976
Martin Perez,- - -,2024,4.53,4.9,4.48,7.13,3.27,0.18100000000000002,0.083,1.48,135.0,1.47,0.444,0.769,0.5,6902
Paul Blackburn,- - -,2024,4.66,4.63,4.14,7.05,2.51,0.187,0.066,1.29,75.1,1.43,0.457,0.7090000000000001,0.5,14739
Graham Ashcraft,CIN,2024,5.24,4.82,4.56,6.63,3.14,0.163,0.077,1.5,77.1,1.28,0.486,0.675,0.5,27552
Hogan Harris,OAK,2024,2.86,4.23,4.69,7.59,4.11,0.2,0.10800000000000001,1.35,72.1,0.87,0.371,0.789,0.5,21520
Greg Weissert,BOS,2024,3.13,3.72,3.91,8.24,2.84,0.221,0.076,1.34,63.1,0.99,0.41200000000000003,0.705,0.5,20375
Tim Hill,- - -,2024,3.36,3.57,4.02,4.16,2.55,0.107,0.065,1.43,67.0,0.27,0.682,0.693,0.5,16814
Jordan Hicks,SFG,2024,4.1,4.37,4.34,7.88,3.86,0.2,0.098,1.45,109.2,0.98,0.509,0.754,0.5,19618
Emilio Pagan,CIN,2024,4.5,3.77,3.63,10.42,2.61,0.278,0.07,1.34,38.0,1.42,0.314,0.728,0.5,14771
Collin Snider,SEA,2024,1.94,3.41,3.52,10.15,2.81,0.278,0.077,1.18,41.2,1.08,0.308,0.833,0.5,23307
Daysbel Hernandez,ATL,2024,2.5,2.11,3.45,13.0,5.0,0.35100000000000003,0.135,1.11,18.0,0.0,0.361,0.7140000000000001,0.5,20271
Buck Farmer,CIN,2024,3.04,4.0,4.44,8.87,3.68,0.23399999999999999,0.09699999999999999,1.2,71.0,0.89,0.358,0.815,0.5,14814
Joel Payamps,MIL,2024,3.05,3.73,3.8,9.0,2.75,0.251,0.077,0.97,59.0,1.07,0.386,0.732,0.5,14332
Landon Knack,LAD,2024,3.65,4.72,4.23,9.0,2.35,0.24100000000000002,0.063,1.1,69.0,1.83,0.311,0.8590000000000001,0.5,27487
Randy Rodriguez,SFG,2024,4.3,3.34,4.11,9.11,3.1,0.24,0.081,1.24,52.1,0.69,0.41,0.625,0.5,23974
Gregory Soto,- - -,2024,4.42,3.68,3.84,11.04,4.58,0.266,0.111,1.57,53.0,0.68,0.507,0.7140000000000001,0.5,19677
Cade Povich,BAL,2024,5.2,4.79,4.99,7.79,3.84,0.196,0.09699999999999999,1.43,79.2,1.36,0.35200000000000004,0.679,0.5,30055
John Means,BAL,2024,2.61,3.31,4.54,6.97,0.87,0.2,0.025,0.87,20.2,0.87,0.183,0.802,0.5,16269
Adam Ottavino,NYM,2024,4.34,3.67,3.89,11.25,3.7,0.28600000000000003,0.094,1.29,56.0,0.96,0.434,0.708,0.5,1247
Brenan Hanifee,DET,2024,1.84,3.1,3.55,7.06,1.84,0.192,0.05,1.13,29.1,0.61,0.5379999999999999,0.861,0.5,22304
Danny Coulombe,BAL,2024,2.12,2.83,2.94,9.71,1.52,0.299,0.047,0.67,29.2,0.91,0.486,0.823,0.5,13293
Landen Roupp,SFG,2024,3.58,3.42,4.17,8.4,4.65,0.217,0.12,1.37,50.1,0.36,0.47200000000000003,0.7290000000000001,0.5,30076
Richard Fitts,BOS,2024,1.74,3.31,5.51,3.92,3.05,0.106,0.08199999999999999,1.26,20.2,0.0,0.373,0.769,0.5,30160
Ryan Burr,TOR,2024,4.13,3.07,3.15,12.95,3.31,0.336,0.086,1.26,32.2,1.1,0.325,0.7140000000000001,0.5,17536
Michael Kopech,- - -,2024,3.46,4.02,3.81,11.7,4.52,0.315,0.122,1.15,67.2,1.2,0.376,0.795,0.4,17282
Cole Irvin,- - -,2024,5.11,4.82,4.78,6.32,2.35,0.159,0.059000000000000004,1.45,111.0,1.46,0.389,0.677,0.4,19244
Matt Festa,- - -,2024,5.7,3.38,4.52,9.13,3.04,0.24,0.08,1.23,23.2,0.76,0.258,0.441,0.4,19330
Victor Vodnik,COL,2024,4.28,4.18,4.14,7.94,4.52,0.203,0.11599999999999999,1.48,73.2,0.86,0.544,0.7290000000000001,0.4,24614
Andrew Chafin,- - -,2024,3.51,3.54,3.94,11.18,4.95,0.285,0.126,1.47,56.1,0.8,0.361,0.753,0.4,12988
Erik Miller,SFG,2024,3.88,3.67,3.53,11.63,5.08,0.306,0.134,1.31,67.1,0.94,0.506,0.7070000000000001,0.4,26252
Burch Smith,- - -,2024,4.95,3.66,4.02,7.35,1.92,0.191,0.05,1.35,56.1,0.96,0.43799999999999994,0.632,0.4,12784
Michael Grove,LAD,2024,5.12,3.87,3.77,9.53,2.82,0.25,0.07400000000000001,1.22,51.0,1.06,0.45299999999999996,0.621,0.4,23221
Kyle Hendricks,CHC,2024,5.92,4.98,4.59,5.99,2.96,0.153,0.076,1.45,130.2,1.45,0.445,0.642,0.4,12049
Sean Guenther,DET,2024,0.86,2.6,3.75,5.14,0.86,0.16399999999999998,0.027000000000000003,0.52,21.0,0.0,0.632,0.846,0.4,20045
Sam Moll,CIN,2024,3.35,3.46,3.91,9.08,3.35,0.25,0.092,1.09,37.2,0.72,0.469,0.696,0.4,14874
Yimi Garcia,- - -,2024,3.46,3.73,3.63,11.31,2.77,0.32,0.078,0.9,39.0,1.38,0.273,0.769,0.4,12095
Matthew Liberatore,STL,2024,4.4,4.11,4.17,7.95,2.93,0.212,0.078,1.27,86.0,1.15,0.42200000000000004,0.701,0.4,22294
Sean Burke,CHW,2024,1.42,3.32,3.47,10.42,3.32,0.289,0.092,1.0,19.0,0.95,0.319,0.9259999999999999,0.4,29878
Jeffrey Springs,TBR,2024,3.27,3.98,3.8,10.09,3.0,0.261,0.077,1.36,33.0,1.36,0.38,0.872,0.4,17677
Josh Sborz,TEX,2024,3.86,2.62,3.3,9.37,2.2,0.24600000000000002,0.057999999999999996,1.22,16.1,0.55,0.45799999999999996,0.645,0.4,18323
Joey Cantillo,CLE,2024,4.89,4.07,3.46,10.24,3.49,0.27,0.092,1.29,38.2,1.4,0.485,0.6729999999999999,0.4,23335
Luis Medina,OAK,2024,5.18,4.44,5.11,7.2,4.5,0.17800000000000002,0.111,1.58,40.0,0.9,0.386,0.685,0.4,21649
Brock Burke,- - -,2024,5.82,3.87,3.77,10.85,4.24,0.266,0.10400000000000001,1.56,34.0,1.06,0.474,0.6679999999999999,0.4,17968
River Ryan,LAD,2024,1.33,3.36,4.29,7.97,3.98,0.222,0.111,1.18,20.1,0.44,0.5,0.885,0.4,29514
Sean Reid-Foley,NYM,2024,1.66,2.8,3.7,10.38,5.82,0.278,0.156,1.25,21.2,0.0,0.608,0.63,0.4,17034
Garrett Whitlock,BOS,2024,1.96,3.33,3.86,8.35,3.44,0.22699999999999998,0.09300000000000001,1.15,18.1,0.49,0.449,0.8740000000000001,0.4,20191
Bryan King,HOU,2024,2.39,2.71,3.54,10.94,3.42,0.294,0.092,1.14,26.1,0.34,0.435,0.823,0.4,25890
Gus Varland,- - -,2024,3.42,3.13,3.92,9.23,2.73,0.235,0.07,1.44,26.1,0.68,0.385,0.746,0.4,24737
Ryan Brasier,LAD,2024,3.54,3.31,3.59,8.04,1.61,0.22699999999999998,0.045,0.96,28.0,0.96,0.423,0.6579999999999999,0.4,5615
J.T. Ginn,OAK,2024,4.24,3.96,3.9,7.68,2.38,0.204,0.063,1.32,34.0,1.06,0.47100000000000003,0.7490000000000001,0.4,27889
Davis Daniel,LAA,2024,6.23,4.16,4.16,8.31,1.78,0.209,0.045,1.48,30.1,1.48,0.364,0.615,0.4,27582
Erik Sabrowski,CLE,2024,0.0,1.11,2.67,13.5,2.84,0.40399999999999997,0.085,0.79,12.2,0.0,0.20800000000000002,1.0,0.4,24978
Jacob deGrom,TEX,2024,1.69,2.32,2.8,11.81,0.84,0.318,0.023,1.13,10.2,0.84,0.37,0.948,0.4,10954
Ryan Zeferjahn,LAA,2024,2.12,2.46,4.15,9.53,3.18,0.281,0.094,0.76,17.0,0.0,0.395,0.733,0.4,25420
Christian Scott,NYM,2024,4.56,4.6,4.71,7.42,2.28,0.198,0.061,1.2,47.1,1.52,0.324,0.732,0.4,30107
Michael Soroka,CHW,2024,4.74,4.95,4.54,9.49,4.97,0.242,0.127,1.38,79.2,1.47,0.40299999999999997,0.675,0.4,18383
Daniel Hudson,LAD,2024,3.0,4.18,4.06,9.0,2.71,0.249,0.075,1.03,63.0,1.43,0.38799999999999996,0.7879999999999999,0.3,7146
Andrew Kittredge,STL,2024,2.8,3.96,3.64,8.53,2.55,0.233,0.07,1.13,70.2,1.27,0.452,0.818,0.3,12828
Luis Garcia,- - -,2024,4.88,4.05,3.62,8.08,2.29,0.209,0.059000000000000004,1.29,59.0,1.22,0.503,0.634,0.3,6984
Jorge Alcala,MIN,2024,3.24,4.14,4.38,8.95,3.09,0.247,0.085,1.03,58.1,1.23,0.342,0.772,0.3,19459
Yuki Matsui,SDP,2024,3.73,3.92,4.02,9.91,3.88,0.268,0.105,1.16,62.2,1.15,0.385,0.7440000000000001,0.3,33826
Eli Morgan,CLE,2024,1.93,3.64,4.46,7.29,2.36,0.204,0.066,0.98,42.0,0.86,0.303,0.852,0.3,20203
John King,STL,2024,2.85,3.73,3.78,5.7,2.1,0.153,0.055999999999999994,1.2,60.0,0.75,0.617,0.758,0.3,22051
Jason Foley,DET,2024,3.15,3.82,4.09,6.9,3.0,0.184,0.08,1.18,60.0,0.75,0.47200000000000003,0.682,0.3,19531
Cristian Javier,HOU,2024,3.89,4.75,5.56,7.01,4.93,0.18,0.127,1.41,34.2,1.04,0.252,0.76,0.3,17606
Sean Hjelle,SFG,2024,3.9,3.63,3.01,8.37,1.56,0.223,0.042,1.21,80.2,1.12,0.59,0.742,0.3,21481
Eduardo Rodriguez,ARI,2024,5.04,4.57,4.24,8.46,3.42,0.21,0.085,1.5,50.0,1.44,0.37,0.725,0.3,13164
Stephen Kolek,SDP,2024,5.21,3.57,3.46,7.52,2.31,0.185,0.057,1.52,46.2,0.77,0.5589999999999999,0.643,0.3,21487
Joe Boyle,OAK,2024,6.42,4.68,5.11,10.57,7.55,0.248,0.177,1.72,47.2,0.76,0.368,0.634,0.3,29608
Alex Cobb,CLE,2024,2.76,3.29,3.7,5.51,1.65,0.161,0.048,1.04,16.1,0.55,0.612,0.6409999999999999,0.3,6562
Cam Booser,BOS,2024,3.38,3.8,4.4,9.07,3.38,0.235,0.087,1.34,42.2,1.05,0.303,0.8,0.3,16061
T.J. McFarland,OAK,2024,3.81,3.82,3.97,6.19,2.7,0.166,0.07200000000000001,1.24,56.2,0.64,0.573,0.6729999999999999,0.3,3237
Eduard Bazardo,SEA,2024,4.88,2.7,2.96,10.73,2.93,0.306,0.083,1.05,27.2,0.65,0.5539999999999999,0.534,0.3,20997
Brady Basso,OAK,2024,4.03,3.88,3.96,7.66,2.01,0.204,0.054000000000000006,1.25,22.1,1.21,0.42,0.7559999999999999,0.3,25582
Kyle Leahy,STL,2024,4.07,3.56,4.41,6.1,1.85,0.17300000000000001,0.052000000000000005,1.03,48.2,0.74,0.41100000000000003,0.617,0.3,24763
Jhony Brito,SDP,2024,4.12,3.72,4.33,5.98,2.06,0.157,0.054000000000000006,1.35,43.2,0.82,0.483,0.674,0.3,25386
Shawn Dubin,HOU,2024,4.17,3.72,4.29,9.73,5.16,0.237,0.126,1.57,45.1,0.6,0.465,0.698,0.3,24977
Paul Sewald,ARI,2024,4.31,3.95,4.31,9.76,2.27,0.261,0.061,1.13,39.2,1.36,0.266,0.732,0.3,13892
Caleb Ferguson,- - -,2024,4.64,3.74,3.55,11.1,4.14,0.26899999999999996,0.1,1.49,54.1,0.99,0.467,0.6659999999999999,0.3,19349
Luis Guerrero,BOS,2024,0.0,1.97,3.63,8.1,1.8,0.25,0.055999999999999994,0.8,10.0,0.0,0.41700000000000004,0.875,0.3,31184
Luis Peralta,COL,2024,0.73,2.6,4.07,10.22,3.65,0.28600000000000003,0.102,0.97,12.1,0.0,0.33299999999999996,0.929,0.3,24203
Hunter Bigge,- - -,2024,2.6,2.76,2.83,12.46,2.6,0.32899999999999996,0.068,1.27,17.1,1.04,0.295,0.885,0.3,26259
Sam Hentges,CLE,2024,3.04,3.17,2.8,10.27,1.9,0.297,0.055,0.97,23.2,1.14,0.474,0.7979999999999999,0.3,18548
Chad Kuhl,CHW,2024,5.06,4.1,4.3,9.11,4.22,0.225,0.10400000000000001,1.52,53.1,0.84,0.444,0.675,0.3,14975
Colten Brewer,CHC,2024,5.66,3.12,4.24,9.58,3.92,0.23199999999999998,0.095,1.6,20.2,0.44,0.44299999999999995,0.552,0.3,12997
Tayler Scott,HOU,2024,2.23,4.13,4.17,9.31,4.59,0.252,0.124,1.17,68.2,0.92,0.424,0.8490000000000001,0.2,13652
Garrett Cleavinger,TBR,2024,3.75,4.0,4.29,10.65,4.65,0.267,0.11699999999999999,1.38,60.0,0.9,0.406,0.748,0.2,17897
Craig Kimbrel,BAL,2024,5.33,4.18,4.0,12.55,5.33,0.315,0.134,1.36,52.1,1.2,0.32,0.619,0.2,6655
Pedro Avila,- - -,2024,3.81,3.89,4.02,8.93,3.92,0.23199999999999998,0.102,1.32,82.2,0.87,0.45,0.737,0.2,18864
Hans Crouse,LAA,2024,2.84,3.76,4.7,12.08,6.04,0.318,0.159,1.22,25.1,0.71,0.245,0.762,0.2,22192
Brennan Bernardino,BOS,2024,4.06,4.15,3.98,9.88,3.88,0.248,0.09699999999999999,1.41,51.0,1.06,0.45299999999999996,0.7609999999999999,0.2,16835
Josh Winckowski,BOS,2024,4.14,4.48,4.14,7.11,3.08,0.179,0.077,1.41,76.0,1.18,0.515,0.691,0.2,22387
Danny Young,NYM,2024,4.54,3.64,3.41,11.47,4.3,0.29100000000000004,0.109,1.25,37.2,0.72,0.5329999999999999,0.643,0.2,18439
Manuel Rodriguez,TBR,2024,2.15,3.67,4.04,8.12,2.63,0.215,0.07,1.06,37.2,0.72,0.47100000000000003,0.784,0.2,20794
Cody Poteet,NYY,2024,2.22,4.03,4.33,5.92,2.96,0.16699999999999998,0.083,1.07,24.1,0.74,0.423,0.826,0.2,18769
Sam Long,KCR,2024,3.16,3.89,4.0,9.28,3.59,0.25,0.09699999999999999,1.2,42.2,1.05,0.429,0.778,0.2,25379
Hunter Strickland,LAA,2024,3.31,4.45,4.88,7.0,2.95,0.19399999999999998,0.08199999999999999,1.09,73.1,1.23,0.35700000000000004,0.75,0.2,7836
Hayden Wesneski,CHC,2024,3.86,4.51,3.93,8.91,2.79,0.237,0.07400000000000001,1.14,67.2,1.6,0.44799999999999995,0.675,0.2,27581
Seth Halvorsen,COL,2024,1.46,3.9,3.5,9.49,1.46,0.28300000000000003,0.043,0.81,12.1,1.46,0.467,0.976,0.2,33294
Keegan Thompson,CHC,2024,2.67,3.86,3.97,10.68,5.34,0.28300000000000003,0.142,1.22,30.1,0.89,0.375,0.762,0.2,19795
Jorge Lopez,- - -,2024,2.89,3.94,3.95,8.49,3.23,0.23,0.08800000000000001,1.23,53.0,1.02,0.51,0.8190000000000001,0.2,14527
Tayler Saucedo,SEA,2024,3.49,3.76,4.0,8.84,4.19,0.22899999999999998,0.10800000000000001,1.37,38.2,0.7,0.509,0.787,0.2,17888
Angel Zerpa,KCR,2024,3.86,3.97,3.7,8.22,3.19,0.205,0.079,1.45,53.2,1.01,0.584,0.782,0.2,22717
Alexis Diaz,CIN,2024,3.99,4.57,5.06,8.79,4.95,0.22699999999999998,0.128,1.3,56.1,0.96,0.327,0.68,0.2,21132
Jared Shuster,CHW,2024,4.3,4.58,5.09,6.87,4.05,0.174,0.10300000000000001,1.46,73.1,1.1,0.34299999999999997,0.731,0.2,27472
Dillon Tate,- - -,2024,4.66,3.71,4.45,6.63,2.95,0.165,0.073,1.47,36.2,0.49,0.496,0.67,0.2,17796
Caleb Thielbar,MIN,2024,5.32,4.1,4.21,10.08,4.56,0.245,0.111,1.56,47.1,1.14,0.38,0.625,0.2,10078
Peter Lambert,COL,2024,5.72,4.54,4.68,7.34,4.26,0.179,0.10400000000000001,1.66,61.1,1.03,0.365,0.6579999999999999,0.2,17969
Bryce Elder,ATL,2024,6.52,4.56,3.95,8.34,3.08,0.204,0.075,1.63,49.2,1.45,0.506,0.6409999999999999,0.2,27779
Slade Cecconi,ARI,2024,6.66,5.02,4.7,7.48,1.99,0.18899999999999997,0.05,1.42,77.0,1.87,0.336,0.618,0.2,27500
Enoli Paredes,- - -,2024,1.66,3.35,4.82,6.65,4.15,0.184,0.115,1.06,21.2,0.0,0.45799999999999996,0.84,0.2,20447
Taylor Rogers,SFG,2024,2.4,3.75,3.72,9.6,3.3,0.257,0.08800000000000001,1.25,60.0,1.05,0.46299999999999997,0.818,0.2,13449
Drew Smith,NYM,2024,3.06,3.56,4.23,11.72,4.58,0.29100000000000004,0.114,1.53,17.2,1.02,0.255,0.826,0.2,17755
Brent Suter,CIN,2024,3.15,4.31,4.19,6.85,1.64,0.185,0.044000000000000004,1.14,65.2,1.37,0.409,0.828,0.2,13942
Anthony Veneziano,- - -,2024,3.38,2.94,3.89,9.45,2.03,0.24100000000000002,0.052000000000000005,1.43,13.1,0.68,0.325,0.6990000000000001,0.2,27453
Yency Almonte,CHC,2024,3.45,3.36,3.88,11.49,4.6,0.299,0.11900000000000001,1.09,15.2,0.57,0.43200000000000005,0.682,0.2,15068
Josh Staumont,MIN,2024,3.7,3.54,5.03,6.66,5.18,0.17600000000000002,0.13699999999999998,1.27,24.1,0.0,0.47100000000000003,0.625,0.2,18335
Ty Madden,DET,2024,4.3,3.99,4.83,6.65,3.13,0.168,0.079,1.43,23.0,0.78,0.446,0.705,0.2,30140
Justin Anderson,CHW,2024,4.39,4.22,4.76,9.62,5.4,0.23600000000000002,0.132,1.5,53.1,0.84,0.37799999999999995,0.711,0.2,16201
Marco Gonzales,PIT,2024,4.54,4.71,4.8,6.15,2.94,0.152,0.073,1.6,33.2,1.34,0.40399999999999997,0.787,0.2,15467
Joey Wentz,- - -,2024,4.68,4.19,4.24,9.76,4.41,0.24,0.109,1.47,67.1,1.07,0.41100000000000003,0.7190000000000001,0.2,19962
Bryan Baker,BAL,2024,5.01,3.77,3.78,8.87,2.7,0.247,0.075,1.16,23.1,1.16,0.413,0.57,0.2,19804
DL Hall,MIL,2024,5.02,4.68,4.48,9.21,4.4,0.223,0.107,1.6,43.0,1.26,0.455,0.728,0.2,22207
Anthony Maldonado,MIA,2024,5.68,3.8,5.1,5.21,3.32,0.134,0.085,1.47,19.0,0.47,0.33299999999999996,0.602,0.2,26034
Anthony Molina,COL,2024,6.79,4.09,4.47,6.18,3.32,0.155,0.083,1.58,59.2,0.75,0.419,0.562,0.2,26952
Sean Reynolds,SDP,2024,0.82,0.98,2.36,17.18,4.09,0.429,0.102,1.36,11.0,0.0,0.381,0.938,0.2,22253
Alek Jacob,SDP,2024,2.45,2.28,2.94,11.66,1.23,0.33299999999999996,0.035,0.75,14.2,0.61,0.294,0.7759999999999999,0.2,29628
Eduardo Salazar,- - -,2024,2.76,3.75,3.94,8.28,4.3,0.203,0.105,1.64,29.1,0.61,0.56,0.823,0.2,23135
Carlos Hernandez,KCR,2024,3.3,3.5,5.44,8.1,4.8,0.209,0.124,1.33,30.0,0.3,0.318,0.682,0.2,22713
Kumar Rocker,TEX,2024,3.86,3.68,3.86,10.8,4.63,0.255,0.109,1.54,11.2,0.77,0.515,0.7390000000000001,0.2,31843
Carson Fulmer,LAA,2024,4.15,4.5,4.56,8.41,4.15,0.214,0.106,1.4,86.2,1.14,0.406,0.732,0.2,18311
Matt Manning,DET,2024,4.88,4.21,5.21,7.48,3.9,0.187,0.098,1.55,27.2,0.98,0.307,0.722,0.2,20369
Tyler Mahle,TEX,2024,4.97,3.8,4.56,7.11,2.84,0.179,0.071,1.42,12.2,0.71,0.439,0.682,0.2,16358
Gabe Speier,SEA,2024,5.7,3.5,3.88,12.55,5.32,0.317,0.135,1.39,23.2,0.76,0.396,0.621,0.2,17170
Tyler Wells,BAL,2024,5.87,4.6,4.33,7.63,1.76,0.19399999999999998,0.045,1.37,15.1,1.76,0.373,0.595,0.2,20000
Elvis Peguero,MIL,2024,2.98,4.04,4.12,8.24,4.73,0.207,0.11900000000000001,1.54,51.1,0.7,0.573,0.782,0.1,21652
Griffin Canning,LAA,2024,5.19,5.26,4.75,6.82,3.46,0.17600000000000002,0.08900000000000001,1.4,171.2,1.63,0.40700000000000003,0.696,0.1,19867
Jose Ruiz,PHI,2024,3.71,4.23,3.67,9.18,3.0,0.24,0.078,1.33,51.0,1.41,0.452,0.7959999999999999,0.1,14552
Hayden Birdsong,SFG,2024,4.75,4.67,4.21,11.0,5.38,0.27899999999999997,0.13699999999999998,1.39,72.0,1.38,0.39799999999999996,0.7340000000000001,0.1,31635
Camilo Doval,SFG,2024,4.88,3.71,3.63,11.9,5.95,0.28800000000000003,0.14400000000000002,1.58,59.0,0.76,0.6,0.682,0.1,21992
James McArthur,KCR,2024,4.92,4.17,3.62,7.78,2.22,0.198,0.057,1.45,56.2,1.27,0.5329999999999999,0.664,0.1,21527
Chad Green,TOR,2024,3.21,4.29,4.44,7.76,2.36,0.21899999999999997,0.067,1.03,53.1,1.35,0.37200000000000005,0.8079999999999999,0.1,15552
Michael Kelly,OAK,2024,2.59,3.84,4.94,6.32,2.87,0.172,0.078,1.18,31.1,0.57,0.389,0.78,0.1,12791
Colin Holderman,PIT,2024,3.16,4.26,4.42,9.82,4.38,0.251,0.11199999999999999,1.31,51.1,1.05,0.375,0.77,0.1,22361
Luke Little,CHC,2024,3.46,4.05,4.31,9.69,6.23,0.257,0.165,1.27,26.0,0.35,0.7240000000000001,0.73,0.1,28036
Phil Maton,- - -,2024,3.66,4.26,4.28,8.44,3.38,0.226,0.091,1.11,64.0,0.98,0.46799999999999997,0.755,0.1,18064
Richard Lovelady,- - -,2024,4.46,3.92,4.24,6.82,2.88,0.177,0.075,1.31,34.1,0.79,0.509,0.6779999999999999,0.1,19337
Robbie Ray,SFG,2024,4.7,4.96,4.09,12.62,4.4,0.33299999999999996,0.11599999999999999,1.14,30.2,1.76,0.281,0.767,0.1,11486
Quinn Priester,- - -,2024,4.71,4.7,4.11,5.98,2.54,0.149,0.063,1.41,49.2,1.27,0.579,0.68,0.1,25977
Carlos Carrasco,CLE,2024,5.64,4.93,4.18,7.73,2.86,0.19899999999999998,0.07400000000000001,1.4,103.2,1.65,0.465,0.665,0.1,6632
John McMillon,MIA,2024,1.5,3.33,3.76,9.75,3.75,0.27699999999999997,0.106,1.0,12.0,0.75,0.46399999999999997,0.755,0.1,27942
Jake Cousins,NYY,2024,2.37,4.06,3.54,12.55,4.74,0.342,0.129,1.05,38.0,1.18,0.42100000000000004,0.816,0.1,21620
Fraser Ellard,CHW,2024,3.75,4.25,3.95,9.75,4.5,0.257,0.11900000000000001,1.25,24.0,1.13,0.452,0.7090000000000001,0.1,29530
Kyle Nicolas,PIT,2024,3.95,4.03,4.49,9.05,5.1,0.226,0.128,1.5,54.2,0.66,0.45399999999999996,0.6970000000000001,0.1,27775
Nate Pearson,- - -,2024,4.48,4.37,3.71,10.04,2.85,0.26,0.07400000000000001,1.33,66.1,1.63,0.371,0.768,0.1,20160
Trevor Richards,- - -,2024,4.55,4.36,4.96,8.54,4.82,0.22399999999999998,0.126,1.21,65.1,0.96,0.35200000000000004,0.632,0.1,19309
Kolby Allard,PHI,2024,5.0,4.76,4.31,7.67,2.67,0.19699999999999998,0.068,1.56,27.0,1.67,0.45299999999999996,0.7709999999999999,0.1,18694
Scott Blewett,MIN,2024,1.77,4.0,4.14,7.97,3.54,0.212,0.094,1.23,20.1,0.89,0.414,0.905,0.1,16427
Scott Alexander,OAK,2024,2.56,3.89,3.94,7.22,3.49,0.19399999999999998,0.094,1.19,38.2,0.7,0.6,0.7759999999999999,0.1,10591
Brent Honeywell,- - -,2024,2.63,4.28,4.97,4.3,2.63,0.121,0.07400000000000001,1.14,37.2,0.72,0.42200000000000004,0.809,0.1,16466
Cole Sulser,- - -,2024,2.76,3.78,4.83,8.27,4.96,0.22699999999999998,0.136,1.1,16.1,0.55,0.415,0.7829999999999999,0.1,15256
Ronny Henriquez,MIN,2024,3.26,4.05,3.95,6.98,2.33,0.183,0.061,1.29,19.1,0.93,0.5329999999999999,0.785,0.1,24094
Prelander Berroa,CHW,2024,3.32,4.01,4.23,12.32,6.16,0.313,0.157,1.47,19.0,0.95,0.419,0.84,0.1,22932
Ethan Roberts,CHC,2024,3.71,3.92,4.61,8.78,3.38,0.22,0.085,1.54,26.2,1.01,0.284,0.82,0.1,24930
Yilber Diaz,ARI,2024,3.81,4.47,4.75,6.04,3.81,0.16,0.10099999999999999,1.38,28.1,0.95,0.35600000000000004,0.747,0.1,29271
Grant Holman,OAK,2024,4.02,3.87,4.58,9.19,5.17,0.21899999999999997,0.12300000000000001,1.66,15.2,0.57,0.447,0.742,0.1,30002
Chris Roycroft,STL,2024,4.19,3.84,4.22,8.65,4.46,0.213,0.11,1.4,34.1,0.52,0.535,0.6709999999999999,0.1,31261
Justin Wilson,CIN,2024,5.59,4.73,3.99,9.84,2.51,0.244,0.062,1.46,46.2,1.93,0.38299999999999995,0.7140000000000001,0.1,4301
Ray Kerr,ATL,2024,5.64,4.42,3.78,10.88,2.82,0.262,0.068,1.61,22.1,1.61,0.32799999999999996,0.7490000000000001,0.1,23809
Jose Suarez,LAA,2024,6.02,4.54,4.42,9.63,4.64,0.233,0.113,1.61,52.1,1.2,0.405,0.639,0.1,19911
Julian Merryweather,CHC,2024,6.6,3.7,5.41,8.4,5.4,0.18899999999999997,0.122,1.8,15.0,0.0,0.40399999999999997,0.633,0.1,16703
Vinny Nittoli,- - -,2024,1.5,3.42,4.6,6.0,1.5,0.174,0.043,1.0,12.0,0.75,0.33299999999999996,0.943,0.1,16754
Kevin Herget,MIL,2024,1.59,3.52,4.11,7.15,2.38,0.209,0.07,0.79,11.1,0.79,0.4,0.9209999999999999,0.1,15369
Tristan Beck,SFG,2024,1.69,3.98,4.81,7.88,2.25,0.209,0.06,1.13,16.0,1.13,0.33299999999999996,0.988,0.1,21584
Tommy Kahnle,NYY,2024,2.11,4.01,3.55,9.7,4.01,0.257,0.106,1.15,42.2,1.05,0.586,0.795,0.1,11384
Peter Strzelecki,CLE,2024,2.31,3.77,3.95,6.94,2.31,0.191,0.064,1.2,11.2,0.77,0.41200000000000003,0.882,0.1,21367
Nick Vespi,BAL,2024,2.92,3.49,3.91,6.57,2.19,0.184,0.061,1.05,12.1,0.73,0.45899999999999996,0.7759999999999999,0.1,21093
Kyle Muller,OAK,2024,4.01,3.96,4.03,6.57,1.82,0.17800000000000002,0.05,1.18,49.1,1.09,0.426,0.672,0.1,20167
Tommy Nance,TOR,2024,4.09,3.98,3.97,7.77,3.68,0.204,0.09699999999999999,1.23,22.0,0.82,0.524,0.635,0.1,19178
Alex Lange,DET,2024,4.34,3.97,5.19,10.13,8.2,0.233,0.18899999999999997,1.77,18.2,0.0,0.45799999999999996,0.5429999999999999,0.1,19883
Jimmy Herget,ATL,2024,4.38,3.57,3.79,10.95,2.19,0.28800000000000003,0.057999999999999996,1.3,12.1,1.46,0.265,0.758,0.1,17556
Joel Kuhnel,- - -,2024,4.5,3.77,4.73,4.5,0.0,0.128,0.0,0.8,10.0,0.9,0.485,0.526,0.1,19995
Yosver Zulueta,CIN,2024,4.96,3.78,3.11,11.02,3.86,0.29,0.10099999999999999,1.35,16.1,1.1,0.634,0.644,0.1,27765
