team_abb,statcast_xwoba,statcast_barrel_pct,statcast_hard_hit_pct,statcast_avg_ev,statcast_n_batted,statcast_avg_la,period_start,type
ATH,0.3468450983542044,0.06506849315068493,0.3527397260273973,88.27260273972603,292,9.332191780821917,2022-03-20,batting
ATL,0.4214444300748526,0.07989690721649484,0.4175257731958763,90.27242268041236,388,14.693298969072165,2022-03-20,batting
AZ,0.3173460363808358,0.09177820267686425,0.4225621414913958,90.40344168260039,523,15.211428571428572,2022-03-20,batting
BAL,0.4005940479271595,0.06329113924050633,0.40759493670886077,88.0625316455696,395,12.270886075949367,2022-03-20,batting
BOS,0.3675506004727242,0.08450704225352113,0.4056338028169014,88.91549295774648,355,13.264788732394367,2022-03-20,batting
CHC,0.37129378070077934,0.06312292358803986,0.4318936877076412,89.7156146179402,301,6.3344370860927155,2022-03-20,batting
CIN,0.3366976085111518,0.07590759075907591,0.31683168316831684,87.1023102310231,303,15.796052631578947,2022-03-20,batting
CLE,0.34354156238753114,0.0625,0.35625,88.2328125,320,12.640625,2022-03-20,batting
COL,0.3731149690426401,0.07090909090909091,0.39636363636363636,88.23272727272727,550,8.721014492753623,2022-03-20,batting
CWS,0.4213183099200226,0.1056338028169014,0.4894366197183099,91.66056338028169,284,12.68661971830986,2022-03-20,batting
DET,0.3877828512246196,0.09262435677530018,0.39622641509433965,89.21698113207547,583,12.911111111111111,2022-03-20,batting
HOU,0.36974229518941876,0.088,0.41333333333333333,88.432,375,15.093333333333334,2022-03-20,batting
KC,0.32467365114028124,0.06792452830188679,0.37358490566037733,87.77169811320755,265,13.428571428571429,2022-03-20,batting
LAA,0.42301114804121587,0.10024449877750612,0.43031784841075793,89.27212713936431,409,12.161369193154034,2022-03-20,batting
LAD,0.3675682920438828,0.059850374064837904,0.4139650872817955,89.24887780548629,401,15.381546134663342,2022-03-20,batting
MIA,0.3650253434997621,0.056133056133056136,0.3887733887733888,87.70893970893971,481,8.074844074844075,2022-03-20,batting
MIL,0.3721506546621792,0.0728476821192053,0.38741721854304634,88.5225165562914,302,13.701986754966887,2022-03-20,batting
MIN,0.3709152573441113,0.0881057268722467,0.4185022026431718,89.33017621145375,454,14.352422907488986,2022-03-20,batting
