pitcher_name,team_abb,season,era,fip,xfip,k_per_9,bb_per_9,k_pct,bb_pct,whip,ip,hr_per_9,gb_pct,lob_pct,war,fangraphs_id
Trevor Gott,- - -,2023,4.19,3.2,4.16,9.62,2.95,0.23800000000000002,0.073,1.41,58.0,0.62,0.402,0.647,1.0,15046
Drew Smyly,CHC,2023,5.0,4.96,4.71,8.92,3.54,0.225,0.08900000000000001,1.43,142.1,1.64,0.348,0.695,0.9,11760
Austin Gomber,COL,2023,5.5,5.43,5.08,5.63,2.78,0.14400000000000002,0.071,1.49,139.0,1.68,0.41600000000000004,0.703,0.9,16561
Andrew Nardi,MIA,2023,2.67,3.6,3.46,11.46,3.3,0.308,0.08900000000000001,1.15,57.1,1.1,0.43799999999999994,0.8640000000000001,0.9,25942
Ian Gibaut,CIN,2023,3.33,4.07,4.45,8.21,3.33,0.217,0.08800000000000001,1.28,75.2,0.95,0.39899999999999997,0.757,0.9,17871
Ryan Yarbrough,- - -,2023,4.52,4.38,4.65,6.72,1.41,0.17800000000000002,0.037000000000000005,1.23,89.2,1.3,0.391,0.731,0.9,16502
Lucas Giolito,- - -,2023,4.88,5.27,4.45,9.96,3.56,0.257,0.092,1.31,184.1,2.0,0.36200000000000004,0.728,0.9,15474
A.J. Puk,MIA,2023,3.97,3.59,3.02,12.39,2.06,0.322,0.054000000000000006,1.18,56.2,1.59,0.442,0.727,0.9,19343
Trevor Stephan,CLE,2023,4.06,3.56,4.25,9.83,3.41,0.255,0.08800000000000001,1.3,68.2,0.79,0.41600000000000004,0.6890000000000001,0.9,19932
Hector Neris,HOU,2023,1.71,3.83,4.45,10.14,4.08,0.282,0.114,1.05,68.1,0.92,0.318,0.905,0.9,11804
Javier Assad,CHC,2023,3.05,4.29,4.35,7.74,3.38,0.209,0.091,1.23,109.1,1.07,0.469,0.833,0.9,21741
Julian Merryweather,CHC,2023,3.38,3.52,3.61,12.25,4.5,0.32299999999999995,0.11900000000000001,1.31,72.0,1.0,0.40700000000000003,0.8,0.9,16703
Carlos Estevez,LAA,2023,3.9,3.94,4.55,11.26,4.48,0.278,0.11,1.49,62.1,1.01,0.307,0.726,0.9,14542
Domingo German,NYY,2023,4.56,4.65,4.04,9.44,2.82,0.257,0.077,1.08,108.2,1.66,0.39399999999999996,0.653,0.9,17149
Matthew Boyd,DET,2023,5.45,4.35,4.37,9.25,3.17,0.24100000000000002,0.083,1.32,71.0,1.39,0.38799999999999996,0.62,0.9,15440
Erik Swanson,TOR,2023,2.97,3.51,3.81,10.13,2.84,0.28600000000000003,0.08,1.1,66.2,1.08,0.396,0.825,0.9,16587
Nick Anderson,ATL,2023,3.06,3.09,3.76,9.17,2.29,0.255,0.064,1.1,35.1,0.76,0.41700000000000004,0.718,0.9,18337
Bryan Woo,SEA,2023,4.21,4.36,4.26,9.55,3.18,0.251,0.084,1.21,87.2,1.33,0.40299999999999997,0.728,0.9,30279
Gregory Soto,PHI,2023,4.62,3.59,3.83,9.7,3.28,0.26,0.08800000000000001,1.14,60.1,0.9,0.513,0.591,0.9,19677
Brock Stewart,MIN,2023,0.65,2.21,3.17,12.69,3.58,0.358,0.10099999999999999,1.08,27.2,0.33,0.368,0.98,0.9,16727
Ryan Feltner,COL,2023,5.82,4.18,5.3,7.89,5.82,0.18899999999999997,0.139,1.68,43.1,0.42,0.436,0.637,0.9,21446
Colin Holderman,PIT,2023,3.86,3.29,3.72,9.32,3.21,0.242,0.083,1.34,56.0,0.64,0.528,0.728,0.9,22361
Patrick Corbin,WSN,2023,5.2,5.28,4.76,6.2,2.85,0.157,0.07200000000000001,1.48,180.0,1.65,0.442,0.703,0.8,9323
Lucas Sims,CIN,2023,3.1,4.37,5.53,10.62,5.75,0.27899999999999997,0.151,1.18,61.0,0.74,0.231,0.787,0.8,13470
Colin Rea,MIL,2023,4.55,4.9,4.3,7.94,2.74,0.213,0.07400000000000001,1.19,124.2,1.66,0.43799999999999994,0.726,0.8,12317
Nestor Cortes,NYY,2023,4.97,4.49,4.84,9.52,2.84,0.252,0.075,1.25,63.1,1.56,0.263,0.691,0.8,17874
Garrett Whitlock,BOS,2023,5.15,4.27,3.74,9.04,1.63,0.237,0.043,1.33,71.2,1.63,0.442,0.6890000000000001,0.8,20191
Taj Bradley,TBR,2023,5.59,4.79,3.83,11.09,3.35,0.28,0.085,1.39,104.2,1.98,0.366,0.677,0.8,22543
Josh Winckowski,BOS,2023,2.88,3.91,3.89,8.75,3.31,0.223,0.084,1.42,84.1,0.96,0.512,0.8059999999999999,0.8,22387
Jakob Junis,SFG,2023,3.87,3.74,3.66,10.05,2.2,0.262,0.057,1.29,86.0,1.26,0.43200000000000005,0.746,0.8,13619
Lucas Erceg,OAK,2023,4.75,3.31,4.55,11.13,5.89,0.271,0.14300000000000002,1.58,55.0,0.16,0.461,0.655,0.8,19360
Paul Sewald,- - -,2023,3.12,3.57,3.76,11.87,3.56,0.321,0.096,1.15,60.2,1.19,0.321,0.8029999999999999,0.8,13892
Matthew Liberatore,STL,2023,5.25,4.28,5.02,6.71,3.65,0.16699999999999998,0.091,1.48,61.2,0.73,0.434,0.607,0.8,22294
Joe Kelly,- - -,2023,4.12,2.72,2.61,13.73,4.12,0.35700000000000004,0.107,1.19,39.1,0.69,0.58,0.603,0.8,9761
Michael Grove,LAD,2023,6.13,4.36,3.92,9.52,2.48,0.242,0.063,1.48,69.0,1.57,0.391,0.6579999999999999,0.8,23221
Zach Davies,ARI,2023,7.0,4.58,4.79,7.87,4.26,0.191,0.10300000000000001,1.66,82.1,1.09,0.44299999999999995,0.5760000000000001,0.8,13183
Trevor Megill,MIL,2023,3.63,2.13,3.14,13.5,3.12,0.35100000000000003,0.081,1.36,34.2,0.52,0.305,0.752,0.8,17722
Jose Leclerc,TEX,2023,2.68,3.62,4.72,10.58,4.42,0.28800000000000003,0.12,1.14,57.0,0.79,0.294,0.8,0.8,14524
Ryne Nelson,ARI,2023,5.31,5.07,5.3,6.0,2.88,0.155,0.07400000000000001,1.42,144.0,1.5,0.36700000000000005,0.69,0.7,26253
Rich Hill,- - -,2023,5.41,4.87,4.77,7.93,3.57,0.195,0.08800000000000001,1.52,146.1,1.41,0.38,0.667,0.7,4806
Tyler Wells,BAL,2023,3.64,4.98,4.63,8.87,2.58,0.249,0.07200000000000001,0.99,118.2,1.9,0.32299999999999995,0.826,0.7,20000
Scott Alexander,SFG,2023,4.66,3.26,3.78,5.77,2.05,0.149,0.053,1.37,48.1,0.37,0.607,0.5760000000000001,0.7,10591
Josh Sborz,TEX,2023,5.5,3.75,3.19,11.35,2.92,0.307,0.079,1.15,52.1,1.38,0.469,0.562,0.7,18323
Ryan Walker,SFG,2023,3.23,3.68,3.47,11.45,3.52,0.297,0.091,1.39,61.1,1.17,0.414,0.818,0.7,20423
Enyel De Los Santos,CLE,2023,3.29,3.48,4.4,8.5,3.43,0.237,0.095,1.14,65.2,0.55,0.40399999999999997,0.722,0.7,18403
Matt Manning,DET,2023,3.58,4.81,5.33,5.77,2.42,0.158,0.066,1.04,78.0,1.27,0.387,0.6940000000000001,0.7,20369
Tommy Henry,ARI,2023,4.15,4.88,5.4,6.47,3.54,0.168,0.092,1.36,89.0,1.21,0.36200000000000004,0.767,0.7,26285
Aaron Bummer,CHW,2023,6.79,3.58,3.51,12.03,5.55,0.292,0.135,1.53,58.1,0.62,0.5820000000000001,0.5539999999999999,0.7,16258
Joey Lucchesi,NYM,2023,2.89,4.22,5.02,6.17,3.28,0.16399999999999998,0.087,1.31,46.2,0.77,0.45299999999999996,0.8009999999999999,0.7,19320
Vince Velasquez,PIT,2023,3.86,3.87,4.56,8.92,3.38,0.228,0.086,1.31,37.1,0.96,0.303,0.7659999999999999,0.7,11189
Cal Quantrill,CLE,2023,5.24,4.79,5.43,5.24,3.16,0.131,0.079,1.46,99.2,0.99,0.408,0.6829999999999999,0.7,19312
Reynaldo Lopez,- - -,2023,3.27,3.91,4.06,11.32,4.64,0.299,0.122,1.27,66.0,1.09,0.392,0.813,0.7,16400
Jake Irvin,WSN,2023,4.61,5.3,5.14,7.36,4.02,0.187,0.102,1.42,121.0,1.49,0.428,0.75,0.7,21504
Jeffrey Springs,TBR,2023,0.56,1.82,1.94,13.5,2.25,0.436,0.073,0.5,16.0,0.56,0.5,1.0,0.7,17677
Brennan Bernardino,BOS,2023,3.2,3.41,3.56,10.3,3.2,0.26899999999999996,0.083,1.3,50.2,0.71,0.504,0.7979999999999999,0.7,16835
Pedro Avila,SDP,2023,3.22,3.67,3.88,9.66,4.47,0.245,0.114,1.35,50.1,0.54,0.588,0.727,0.7,18864
Luis Garcia,HOU,2023,4.0,3.63,4.14,10.33,3.33,0.27,0.087,1.3,27.0,1.0,0.264,0.755,0.7,23735
Pierce Johnson,- - -,2023,4.02,3.89,3.27,12.93,4.31,0.325,0.10800000000000001,1.48,62.2,1.44,0.37200000000000005,0.747,0.7,13435
Alex Vesia,LAD,2023,4.35,3.66,4.12,11.6,3.08,0.295,0.078,1.39,49.2,1.27,0.295,0.7190000000000001,0.7,25007
Osvaldo Bido,PIT,2023,5.86,4.1,4.94,8.53,3.73,0.203,0.08900000000000001,1.5,50.2,0.71,0.354,0.625,0.7,23150
Jesse Chavez,ATL,2023,1.56,3.05,3.4,10.13,3.12,0.271,0.083,1.1,34.2,0.52,0.517,0.812,0.7,5448
Nick Ramirez,NYY,2023,2.66,2.94,4.45,6.2,1.99,0.163,0.052000000000000005,1.23,40.2,0.22,0.474,0.685,0.7,12575
Brooks Raley,NYM,2023,2.8,3.68,4.39,10.04,4.12,0.258,0.106,1.26,54.2,0.66,0.43,0.807,0.7,10061
Mason Miller,OAK,2023,3.78,3.47,4.77,10.26,4.32,0.273,0.115,1.2,33.1,0.54,0.259,0.6970000000000001,0.7,31757
Tylor Megill,NYM,2023,4.7,4.96,4.92,7.48,4.13,0.185,0.102,1.58,126.1,1.28,0.439,0.7170000000000001,0.6,21318
Matt Moore,- - -,2023,2.56,3.73,3.95,10.25,2.56,0.275,0.069,1.16,52.2,1.2,0.35,0.8859999999999999,0.6,1890
JP Sears,OAK,2023,4.54,5.15,5.1,8.41,2.77,0.21899999999999997,0.07200000000000001,1.26,172.1,1.78,0.29100000000000004,0.773,0.6,23429
Ryan Borucki,PIT,2023,2.45,3.5,3.94,7.36,0.89,0.217,0.026000000000000002,0.74,40.1,0.89,0.46799999999999997,0.81,0.6,16350
Phil Maton,HOU,2023,3.0,3.74,4.24,10.09,3.41,0.27,0.091,1.12,66.0,0.82,0.429,0.7509999999999999,0.6,18064
Tyler Rogers,SFG,2023,3.04,3.76,4.13,7.3,2.31,0.19399999999999998,0.061,1.15,74.0,0.85,0.505,0.78,0.6,15541
Elvis Peguero,MIL,2023,3.38,3.81,4.09,7.92,3.82,0.214,0.10300000000000001,1.22,61.1,0.59,0.56,0.736,0.6,21652
Buck Farmer,CIN,2023,4.2,4.62,4.89,8.4,3.48,0.22699999999999998,0.094,1.16,75.0,1.32,0.33299999999999996,0.728,0.6,14814
Marco Gonzales,SEA,2023,5.22,4.28,4.83,6.12,3.24,0.158,0.084,1.46,50.0,0.9,0.406,0.621,0.6,15467
Jimmy Cordero,NYY,2023,3.86,3.07,3.29,9.37,2.76,0.258,0.076,1.07,32.2,0.55,0.5579999999999999,0.6729999999999999,0.6,15690
Robert Garcia,- - -,2023,3.66,3.54,3.56,9.28,3.38,0.26,0.094,1.19,32.0,0.84,0.462,0.6509999999999999,0.6,23363
Gabe Speier,SEA,2023,3.79,3.35,2.71,10.54,1.81,0.29600000000000004,0.051,1.06,54.2,1.15,0.5589999999999999,0.723,0.6,17170
Tom Cosgrove,SDP,2023,1.75,3.7,4.91,7.71,3.33,0.215,0.09300000000000001,0.97,51.1,0.53,0.40700000000000003,0.846,0.6,23443
Abner Uribe,MIL,2023,1.76,2.77,3.68,11.45,5.87,0.307,0.157,1.17,30.2,0.0,0.53,0.784,0.6,25327
Mark Leiter Jr.,CHC,2023,3.5,3.77,3.66,10.77,3.36,0.28600000000000003,0.08900000000000001,1.12,64.1,0.98,0.45299999999999996,0.755,0.6,15551
Jose Butto,NYM,2023,3.64,4.02,4.9,8.14,4.93,0.212,0.128,1.33,42.0,0.64,0.42200000000000004,0.753,0.6,23313
Cole Irvin,BAL,2023,4.42,4.43,4.49,7.91,2.44,0.20199999999999999,0.063,1.28,77.1,1.28,0.414,0.706,0.6,19244
Lance Lynn,- - -,2023,5.73,5.53,4.5,9.36,3.28,0.23600000000000002,0.083,1.39,183.2,2.16,0.35600000000000004,0.6779999999999999,0.5,2520
Chris Devenski,- - -,2023,4.46,3.96,4.0,8.93,2.34,0.243,0.064,1.11,42.1,1.28,0.39299999999999996,0.606,0.5,12763
Huascar Brazoban,MIA,2023,4.14,3.94,4.1,9.97,4.76,0.253,0.121,1.43,58.2,0.77,0.519,0.741,0.5,6107
Brad Hand,- - -,2023,5.53,4.02,4.01,9.89,3.69,0.25,0.09300000000000001,1.42,53.2,1.01,0.371,0.6609999999999999,0.5,9111
Emmet Sheehan,LAD,2023,4.92,4.85,4.78,9.55,3.88,0.258,0.105,1.19,60.1,1.64,0.331,0.6940000000000001,0.5,29839
Mason Thompson,WSN,2023,5.5,4.03,4.6,7.33,3.67,0.183,0.092,1.56,54.0,0.67,0.506,0.643,0.5,21850
Shelby Miller,LAD,2023,1.71,3.68,4.49,9.0,4.07,0.258,0.11699999999999999,0.9,42.0,0.64,0.374,0.894,0.5,10197
Angel Perdomo,PIT,2023,3.72,3.01,3.15,13.66,3.41,0.376,0.094,1.1,29.0,0.93,0.33899999999999997,0.682,0.5,17759
Tristan Beck,SFG,2023,3.92,4.0,4.49,7.2,2.22,0.192,0.059000000000000004,1.22,85.0,1.06,0.408,0.7170000000000001,0.5,21584
Steven Okert,MIA,2023,4.45,4.09,4.24,11.2,3.68,0.29600000000000004,0.09699999999999999,1.26,58.2,1.38,0.23600000000000002,0.71,0.5,13580
Andrew Chafin,- - -,2023,4.73,4.01,4.07,11.05,4.91,0.281,0.125,1.42,51.1,1.05,0.385,0.6709999999999999,0.5,12988
Alex Faedo,DET,2023,4.45,4.85,4.58,8.07,2.78,0.221,0.076,1.05,64.2,1.67,0.363,0.6509999999999999,0.5,19874
Jalen Beeks,TBR,2023,5.95,3.82,4.43,9.99,4.46,0.245,0.109,1.49,42.1,0.85,0.451,0.616,0.5,17192
Sawyer Gipson-Long,DET,2023,2.7,3.16,3.76,11.7,3.6,0.317,0.098,1.1,20.0,0.9,0.354,0.7809999999999999,0.5,26048
James McArthur,KCR,2023,4.63,2.78,2.8,8.87,0.77,0.256,0.022000000000000002,0.94,23.1,0.77,0.5870000000000001,0.545,0.5,21527
Allan Winans,ATL,2023,5.29,4.09,3.97,9.46,2.23,0.24100000000000002,0.057,1.39,32.1,1.39,0.45399999999999996,0.7,0.5,21238
Joe Jimenez,ATL,2023,3.04,3.59,3.6,11.66,2.24,0.307,0.059000000000000004,1.15,56.1,1.44,0.27899999999999997,0.8270000000000001,0.5,15761
Kris Bubic,KCR,2023,3.94,2.63,3.57,9.0,1.13,0.235,0.028999999999999998,1.31,16.0,0.56,0.521,0.728,0.5,21455
Austin Cox,KCR,2023,4.54,3.73,4.76,8.33,4.29,0.221,0.114,1.26,35.2,0.5,0.365,0.611,0.5,24604
Jhony Brito,NYY,2023,4.28,4.74,4.66,7.17,2.79,0.19399999999999998,0.075,1.22,90.1,1.39,0.44,0.71,0.4,25386
Tony Gonsolin,LAD,2023,4.98,5.43,5.25,7.17,3.5,0.18899999999999997,0.092,1.22,103.0,1.66,0.36,0.677,0.4,19388
Eli Morgan,CLE,2023,4.01,3.88,3.88,10.02,3.21,0.251,0.08,1.44,67.1,1.2,0.419,0.7140000000000001,0.4,20203
Jason Adam,TBR,2023,2.98,3.99,3.81,11.43,3.31,0.311,0.09,1.01,54.1,1.16,0.415,0.7929999999999999,0.4,11861
Cionel Perez,BAL,2023,3.54,3.84,4.53,7.43,4.56,0.17800000000000002,0.109,1.56,53.1,0.34,0.607,0.677,0.4,19614
Bryan Baker,BAL,2023,3.6,3.81,4.6,10.2,4.8,0.27399999999999997,0.129,1.27,45.0,0.8,0.349,0.7440000000000001,0.4,19804
Touki Toussaint,- - -,2023,4.97,5.0,4.88,8.79,5.9,0.221,0.14800000000000002,1.45,87.0,1.03,0.498,0.7140000000000001,0.4,16929
Ben Lively,CIN,2023,5.38,5.35,4.42,8.02,2.54,0.20600000000000002,0.065,1.36,88.2,2.03,0.396,0.74,0.4,14932
DL Hall,BAL,2023,3.26,3.0,3.11,10.71,2.33,0.284,0.062,1.19,19.1,0.93,0.49,0.743,0.4,22207
Hyun-Jin Ryu,TOR,2023,3.46,4.91,4.41,6.58,2.42,0.17,0.063,1.29,52.0,1.56,0.456,0.7759999999999999,0.4,14444
Victor Gonzalez,LAD,2023,4.01,3.4,3.76,8.02,2.67,0.222,0.07400000000000001,1.1,33.2,0.53,0.5429999999999999,0.672,0.4,16408
Xzavion Curry,CLE,2023,4.07,4.5,5.27,6.35,2.84,0.166,0.07400000000000001,1.35,95.0,1.14,0.317,0.733,0.4,25595
Michael Fulmer,CHC,2023,4.42,4.15,4.18,10.26,4.42,0.27399999999999997,0.11800000000000001,1.33,57.0,1.11,0.387,0.718,0.4,13218
Luis Medina,OAK,2023,5.42,4.76,4.77,8.7,4.68,0.214,0.115,1.51,109.2,1.15,0.43799999999999994,0.654,0.4,21649
Luke Weaver,- - -,2023,6.4,5.61,4.7,7.93,2.91,0.19399999999999998,0.071,1.58,123.2,2.11,0.355,0.688,0.4,16918
Joe Boyle,OAK,2023,1.69,3.13,4.59,8.44,2.81,0.25,0.083,0.81,16.0,0.56,0.3,0.7759999999999999,0.4,29608
Ryan Pepiot,LAD,2023,2.14,4.18,3.99,8.14,1.07,0.239,0.031,0.76,42.0,1.5,0.36700000000000005,0.992,0.4,26221
Zach Jackson,OAK,2023,2.5,3.09,4.48,11.5,5.0,0.28800000000000003,0.125,1.56,18.0,0.5,0.261,0.789,0.4,19493
Luke Jackson,SFG,2023,2.97,3.29,3.5,11.61,4.05,0.301,0.105,1.23,33.1,0.81,0.506,0.741,0.4,11752
Austin Pruitt,OAK,2023,2.98,4.17,5.04,5.59,2.23,0.153,0.061,1.16,48.1,0.93,0.36200000000000004,0.78,0.4,15290
Kenny Rosenberg,LAA,2023,3.82,4.04,4.87,7.91,3.82,0.19899999999999998,0.096,1.48,33.0,0.82,0.431,0.7859999999999999,0.4,20009
Andrew Wantz,LAA,2023,3.89,4.12,5.11,7.55,3.43,0.20600000000000002,0.094,1.09,39.1,0.92,0.297,0.677,0.4,24933
Trevor Richards,TOR,2023,4.95,4.22,3.8,13.0,4.33,0.33299999999999996,0.111,1.35,72.2,1.61,0.32,0.721,0.4,19309
Bailey Falter,- - -,2023,5.36,5.25,4.56,6.69,2.23,0.17300000000000001,0.057999999999999996,1.41,80.2,1.9,0.402,0.654,0.4,20070
Joan Adon,WSN,2023,6.45,4.98,4.92,8.36,4.18,0.2,0.1,1.63,51.2,1.39,0.374,0.66,0.4,22925
Keegan Akin,BAL,2023,6.85,2.96,3.89,10.27,2.66,0.24100000000000002,0.063,1.77,23.2,0.76,0.33799999999999997,0.51,0.4,19362
Miguel Diaz,DET,2023,0.64,2.04,3.69,10.29,3.21,0.29600000000000004,0.09300000000000001,0.93,14.0,0.0,0.39399999999999996,0.9229999999999999,0.4,18815
Tyler Mahle,MIN,2023,3.16,4.19,3.65,9.82,1.75,0.275,0.049,1.05,25.2,1.75,0.377,0.8,0.4,16358
JT Chargois,MIA,2023,3.61,3.8,4.28,7.44,3.83,0.201,0.10300000000000001,1.25,42.1,0.64,0.546,0.738,0.4,13767
Jose Soriano,LAA,2023,3.64,3.97,3.79,12.0,4.93,0.303,0.124,1.33,42.0,0.86,0.51,0.7140000000000001,0.4,22100
Carl Edwards Jr.,WSN,2023,3.69,3.86,5.01,6.82,4.83,0.16899999999999998,0.12,1.52,31.2,0.28,0.46,0.735,0.4,13607
Steven Wilson,SDP,2023,3.91,4.52,5.3,9.68,4.58,0.26,0.12300000000000001,1.17,53.0,1.19,0.258,0.7609999999999999,0.4,20353
Chris Murphy,BOS,2023,4.91,3.7,4.07,9.25,3.21,0.231,0.08,1.41,47.2,0.94,0.447,0.672,0.4,26214
Jake Diekman,- - -,2023,3.34,3.75,4.52,10.16,6.04,0.263,0.156,1.32,56.2,0.48,0.46799999999999997,0.655,0.4,5003
Bryan Shaw,CHW,2023,4.14,3.87,4.9,7.88,3.35,0.21100000000000002,0.08900000000000001,1.23,45.2,0.59,0.402,0.7090000000000001,0.4,8110
Martin Perez,TEX,2023,4.45,4.99,4.96,5.91,3.11,0.153,0.081,1.4,141.2,1.33,0.455,0.743,0.3,6902
Kyle Finnegan,WSN,2023,3.76,4.58,4.0,8.18,3.12,0.21899999999999997,0.083,1.3,69.1,1.43,0.47200000000000003,0.767,0.3,15009
Bryse Wilson,MIL,2023,2.58,4.13,4.72,7.16,2.58,0.19399999999999998,0.07,1.07,76.2,1.06,0.37799999999999995,0.812,0.3,19990
Taylor Rogers,SFG,2023,3.83,3.91,4.0,11.15,4.35,0.29600000000000004,0.11599999999999999,1.24,51.2,1.05,0.41700000000000004,0.6829999999999999,0.3,13449
Dakota Hudson,STL,2023,4.98,5.06,5.11,4.98,3.76,0.127,0.096,1.5,81.1,1.0,0.515,0.711,0.3,19206
Daniel Palencia,CHC,2023,4.45,4.0,4.14,10.48,4.45,0.27699999999999997,0.11800000000000001,1.27,28.1,0.95,0.397,0.6509999999999999,0.3,27914
Isaiah Campbell,SEA,2023,2.83,3.32,4.15,10.36,4.08,0.275,0.10800000000000001,1.22,28.2,0.63,0.397,0.813,0.3,25551
Derek Law,CIN,2023,3.6,4.62,4.97,7.36,4.25,0.188,0.10800000000000001,1.38,55.0,0.98,0.395,0.779,0.3,13133
Collin McHugh,ATL,2023,4.3,4.09,4.62,7.21,3.38,0.175,0.08199999999999999,1.57,58.2,0.77,0.439,0.6970000000000001,0.3,7531
Jordan Wicks,CHC,2023,4.41,4.7,4.3,6.23,2.86,0.163,0.075,1.27,34.2,1.3,0.46799999999999997,0.73,0.3,30094
Cody Bradford,TEX,2023,5.3,4.68,4.43,8.2,1.93,0.218,0.051,1.21,56.0,1.77,0.321,0.672,0.3,27597
John Brebbia,SFG,2023,3.99,3.93,4.23,11.03,3.29,0.292,0.087,1.17,38.1,1.41,0.29,0.6559999999999999,0.3,12777
Peter Strzelecki,- - -,2023,4.38,3.93,4.75,9.0,2.92,0.22699999999999998,0.07400000000000001,1.22,37.0,0.73,0.381,0.7170000000000001,0.3,21367
Julio Teheran,MIL,2023,4.4,4.93,4.67,6.28,1.63,0.174,0.045,1.13,71.2,1.63,0.4,0.7340000000000001,0.3,6797
Daniel Lynch IV,KCR,2023,4.64,5.17,5.33,5.85,2.75,0.152,0.07200000000000001,1.26,52.1,1.55,0.38799999999999996,0.6990000000000001,0.3,21537
Chad Green,TOR,2023,5.25,2.67,3.24,12.0,3.0,0.308,0.077,1.33,12.0,0.75,0.281,0.41100000000000003,0.3,15552
Brandon Pfaadt,ARI,2023,5.72,5.18,4.46,8.81,2.44,0.223,0.062,1.41,96.0,2.06,0.32299999999999995,0.7,0.3,27782
Kody Funderburk,MIN,2023,0.75,2.67,2.55,14.25,3.75,0.40399999999999997,0.106,0.92,12.0,0.75,0.545,1.0,0.3,24993
Beau Brieske,DET,2023,3.6,4.0,4.35,7.97,3.09,0.204,0.079,1.37,35.0,1.03,0.426,0.802,0.3,26079
John King,- - -,2023,3.62,3.68,3.92,4.82,2.41,0.127,0.064,1.47,37.1,0.48,0.669,0.7659999999999999,0.3,22051
Giovanny Gallegos,STL,2023,4.42,4.36,3.93,9.65,1.96,0.258,0.052000000000000005,1.2,55.0,1.8,0.353,0.7509999999999999,0.3,14986
Joe Mantiply,ARI,2023,4.62,3.84,4.21,6.46,2.08,0.17800000000000002,0.057,1.13,39.0,0.92,0.5379999999999999,0.573,0.3,14857
Jovani Moran,MIN,2023,5.31,3.82,4.46,10.2,5.74,0.261,0.147,1.46,42.1,0.64,0.419,0.606,0.3,20422
James Kaprielian,OAK,2023,6.34,5.07,5.65,8.41,4.57,0.204,0.111,1.59,61.0,1.33,0.304,0.638,0.3,18331
Tommy Kahnle,NYY,2023,2.66,3.97,3.79,10.62,4.2,0.29100000000000004,0.115,1.11,40.2,1.11,0.49,0.821,0.3,11384
Trevor Rogers,MIA,2023,4.0,4.09,4.39,9.5,3.0,0.24100000000000002,0.076,1.22,18.0,1.0,0.52,0.721,0.3,22286
Thomas Hatch,- - -,2023,4.08,3.71,4.47,8.16,3.77,0.20199999999999999,0.09300000000000001,1.57,28.2,0.63,0.523,0.648,0.3,19264
Andre Jackson,- - -,2023,4.99,4.9,4.46,8.36,3.23,0.222,0.086,1.21,61.1,1.61,0.364,0.693,0.3,21298
Carlos Hernandez,KCR,2023,5.27,4.28,4.34,9.9,3.99,0.257,0.10300000000000001,1.33,70.0,1.29,0.321,0.638,0.3,22713
Lane Ramsey,CHW,2023,5.85,3.46,5.04,8.1,4.05,0.196,0.098,1.7,20.0,0.45,0.375,0.644,0.3,25071
Francisco Perez,OAK,2023,5.94,3.2,5.08,7.56,4.32,0.18899999999999997,0.10800000000000001,1.5,16.2,0.0,0.373,0.5379999999999999,0.3,21018
Slade Cecconi,ARI,2023,4.33,4.37,4.58,6.67,1.33,0.18,0.036000000000000004,1.15,27.0,1.33,0.381,0.73,0.3,27500
Kyle Nelson,ARI,2023,4.18,4.45,3.56,10.77,2.25,0.28,0.059000000000000004,1.3,56.0,1.93,0.371,0.769,0.2,20515
Shintaro Fujinami,- - -,2023,7.18,4.61,5.05,9.46,5.13,0.23199999999999998,0.126,1.49,79.0,1.03,0.401,0.534,0.2,31839
Miguel Castro,ARI,2023,4.31,4.31,4.26,8.35,3.48,0.22399999999999998,0.09300000000000001,1.18,64.2,1.11,0.43799999999999994,0.693,0.2,15684
Jordan Lyles,KCR,2023,6.28,5.62,5.34,6.08,2.28,0.16,0.06,1.24,177.2,1.98,0.335,0.563,0.2,7593
Brandon Bielak,HOU,2023,3.83,5.19,4.9,6.98,4.05,0.17600000000000002,0.102,1.53,80.0,1.35,0.502,0.762,0.2,19866
Alex Wood,SFG,2023,4.33,4.47,5.14,6.82,3.87,0.172,0.098,1.43,97.2,0.83,0.45,0.7090000000000001,0.2,13781
Phil Bickford,- - -,2023,4.95,4.46,5.05,10.16,5.21,0.25,0.128,1.46,67.1,1.07,0.27899999999999997,0.672,0.2,18519
Chase Silseth,LAA,2023,3.96,4.96,3.98,9.63,4.47,0.253,0.11800000000000001,1.28,52.1,1.55,0.489,0.762,0.2,30074
Drew Smith,NYM,2023,4.15,4.55,5.22,9.59,4.63,0.24600000000000002,0.11900000000000001,1.4,56.1,1.12,0.3,0.7140000000000001,0.2,17755
Louie Varland,MIN,2023,4.63,5.02,3.81,9.4,2.25,0.251,0.06,1.22,68.0,2.12,0.44299999999999995,0.795,0.2,27691
Carmen Mlodzinski,PIT,2023,2.25,4.03,4.33,8.5,4.5,0.22399999999999998,0.11800000000000001,1.28,36.0,0.75,0.475,0.7709999999999999,0.2,27572
Tayler Saucedo,SEA,2023,3.59,3.82,4.14,8.12,4.34,0.20800000000000002,0.111,1.34,47.2,0.38,0.585,0.7440000000000001,0.2,17888
Jose Urquidy,HOU,2023,5.29,5.38,5.45,6.43,3.57,0.16399999999999998,0.091,1.43,63.0,1.57,0.365,0.718,0.2,18413
Peter Lambert,COL,2023,5.36,5.44,4.92,7.32,2.89,0.18899999999999997,0.075,1.39,87.1,1.85,0.41700000000000004,0.7140000000000001,0.2,17969
