pitcher_name,team_abb,season,era,fip,xfip,k_per_9,bb_per_9,k_pct,bb_pct,whip,ip,hr_per_9,gb_pct,lob_pct,war,fangraphs_id
Freddy Peralta,MIL,2023,3.86,3.85,3.42,11.41,2.93,0.309,0.079,1.12,165.2,1.41,0.41700000000000004,0.737,3.0,18679
Tanner Bibee,CLE,2023,2.98,3.52,4.22,8.94,2.85,0.24100000000000002,0.077,1.18,142.0,0.82,0.368,0.8,3.0,30134
Miles Mikolas,STL,2023,4.78,4.27,4.76,6.12,1.74,0.159,0.045,1.32,201.1,1.16,0.38799999999999996,0.6890000000000001,3.0,9803
Sandy Alcantara,MIA,2023,4.14,4.03,4.0,7.36,2.34,0.198,0.063,1.21,184.2,1.07,0.52,0.696,3.0,18684
Jose Berrios,TOR,2023,3.65,3.99,4.01,8.73,2.47,0.235,0.066,1.19,189.2,1.19,0.41600000000000004,0.764,2.9,14168
Bobby Miller,LAD,2023,3.76,3.51,3.75,8.61,2.32,0.23600000000000002,0.063,1.1,124.1,0.87,0.47700000000000004,0.713,2.9,27483
Seth Lugo,SDP,2023,3.57,3.83,3.76,8.61,2.21,0.23199999999999998,0.06,1.2,146.1,1.17,0.452,0.768,2.9,12447
Tanner Scott,MIA,2023,2.31,2.17,2.66,12.0,2.77,0.33899999999999997,0.078,0.99,78.0,0.35,0.509,0.768,2.8,17586
Felix Bautista,BAL,2023,1.48,1.88,2.3,16.23,3.84,0.46399999999999997,0.11,0.92,61.0,0.59,0.35700000000000004,0.84,2.8,20666
Kyle Gibson,BAL,2023,4.73,4.13,4.13,7.36,2.58,0.195,0.068,1.32,192.0,1.08,0.489,0.6970000000000001,2.7,10123
Charlie Morton,ATL,2023,3.64,3.87,4.27,10.08,4.57,0.256,0.11599999999999999,1.43,163.1,0.77,0.433,0.7759999999999999,2.7,4676
Marcus Stroman,CHC,2023,3.95,3.58,3.79,7.84,3.42,0.207,0.09,1.26,136.2,0.59,0.5710000000000001,0.659,2.7,13431
Kyle Hendricks,CHC,2023,3.74,3.81,4.42,6.11,1.77,0.161,0.047,1.2,137.0,0.85,0.46299999999999997,0.67,2.7,12049
Chris Bassitt,TOR,2023,3.6,4.28,4.21,8.37,2.66,0.225,0.071,1.18,200.0,1.26,0.423,0.765,2.6,12304
Michael Wacha,SDP,2023,3.22,3.89,4.47,8.31,2.88,0.22399999999999998,0.078,1.16,134.1,1.0,0.345,0.797,2.6,14078
Yusei Kikuchi,TOR,2023,3.86,4.12,3.77,9.72,2.58,0.259,0.069,1.27,167.2,1.45,0.397,0.7759999999999999,2.6,20633
Aaron Civale,- - -,2023,3.46,3.57,4.1,8.53,2.43,0.23,0.065,1.16,122.1,0.88,0.39,0.768,2.6,19479
Bailey Ober,MIN,2023,3.43,3.96,4.2,9.1,1.81,0.253,0.05,1.07,144.1,1.37,0.34299999999999997,0.7909999999999999,2.5,21224
Taijuan Walker,PHI,2023,4.38,4.53,4.83,7.19,3.7,0.188,0.09699999999999999,1.31,172.2,1.04,0.446,0.7140000000000001,2.4,11836
Clayton Kershaw,LAD,2023,2.46,4.03,3.57,9.36,2.73,0.262,0.076,1.06,131.2,1.3,0.475,0.893,2.4,2036
Yu Darvish,SDP,2023,4.56,4.03,3.92,9.31,2.84,0.24600000000000002,0.075,1.3,136.1,1.19,0.41600000000000004,0.713,2.4,13074
Kutter Crawford,BOS,2023,4.04,3.83,4.32,9.39,2.51,0.256,0.068,1.11,129.1,1.18,0.349,0.7170000000000001,2.4,20531
Ranger Suarez,PHI,2023,4.18,3.9,4.05,8.57,3.46,0.22,0.08900000000000001,1.42,125.0,0.94,0.485,0.746,2.4,17277
Reid Detmers,LAA,2023,4.48,4.13,4.27,10.17,3.63,0.261,0.09300000000000001,1.35,148.2,1.15,0.36700000000000005,0.71,2.4,27468
Nathan Eovaldi,TEX,2023,3.63,3.88,3.96,8.25,2.94,0.22899999999999998,0.081,1.14,144.0,0.94,0.51,0.745,2.3,9132
Joe Ryan,MIN,2023,4.51,4.13,3.76,10.97,1.89,0.293,0.051,1.17,161.2,1.78,0.316,0.746,2.3,21390
Shohei Ohtani,LAA,2023,3.14,4.0,3.58,11.39,3.75,0.315,0.10400000000000001,1.06,132.0,1.23,0.455,0.8029999999999999,2.3,19755
Patrick Sandoval,LAA,2023,4.11,4.18,4.61,7.96,4.6,0.196,0.113,1.51,144.2,0.75,0.466,0.65,2.3,19447
David Bednar,PIT,2023,2.0,2.53,3.86,10.69,2.81,0.289,0.076,1.1,67.1,0.4,0.39399999999999996,0.755,2.3,19569
Max Scherzer,- - -,2023,3.77,4.32,4.02,10.26,2.65,0.28,0.07200000000000001,1.12,152.2,1.65,0.332,0.81,2.2,3137
Mike Clevinger,CHW,2023,3.77,4.28,5.15,7.54,2.74,0.2,0.073,1.23,131.1,1.1,0.309,0.772,2.2,12808
Cole Ragans,- - -,2023,3.47,3.19,3.71,10.59,3.84,0.28800000000000003,0.105,1.16,96.0,0.66,0.44,0.7070000000000001,2.2,21846
Michael King,NYY,2023,2.75,3.13,3.37,10.92,2.75,0.295,0.07400000000000001,1.15,104.2,0.86,0.428,0.8109999999999999,2.2,19853
Joe Musgrove,SDP,2023,3.05,3.52,3.7,8.97,1.94,0.243,0.053,1.14,97.1,0.92,0.45,0.802,2.1,12970
Andrew Abbott,CIN,2023,3.87,4.2,4.56,9.88,3.62,0.261,0.096,1.32,109.1,1.32,0.28600000000000003,0.799,2.1,29911
Shane Bieber,CLE,2023,3.8,3.87,3.96,7.52,2.39,0.201,0.064,1.23,128.0,0.98,0.47200000000000003,0.743,2.1,19427
Chris Sale,BOS,2023,4.3,3.8,3.72,10.96,2.54,0.294,0.068,1.13,102.2,1.31,0.373,0.6990000000000001,2.1,10603
Cristian Javier,HOU,2023,4.56,4.58,5.16,8.83,3.44,0.231,0.09,1.27,162.0,1.39,0.256,0.718,2.0,17606
Matt Brash,SEA,2023,3.06,2.26,3.05,13.63,3.69,0.34700000000000003,0.094,1.33,70.2,0.38,0.461,0.772,2.0,25756
Matt Strahm,PHI,2023,3.29,3.24,3.52,11.09,2.16,0.308,0.06,1.02,87.2,1.13,0.33,0.757,2.0,13799
Steven Matz,STL,2023,3.86,3.75,3.96,8.4,2.74,0.218,0.071,1.33,105.0,0.94,0.446,0.745,2.0,13361
Dane Dunning,TEX,2023,3.7,4.27,4.39,7.3,2.87,0.19399999999999998,0.076,1.26,172.2,1.04,0.46299999999999997,0.775,1.9,19409
Shane McClanahan,TBR,2023,3.29,3.92,3.84,9.47,3.21,0.258,0.087,1.18,115.0,1.17,0.436,0.8170000000000001,1.9,21483
Nick Pivetta,BOS,2023,4.04,3.96,3.55,11.54,3.15,0.312,0.085,1.12,142.2,1.45,0.364,0.725,1.9,15454
Clarke Schmidt,NYY,2023,4.64,4.42,4.36,8.43,2.6,0.215,0.066,1.35,159.0,1.36,0.43799999999999994,0.7020000000000001,1.9,19899
Max Fried,ATL,2023,2.55,3.14,3.1,9.27,2.09,0.257,0.057999999999999996,1.13,77.2,0.81,0.5770000000000001,0.823,1.9,13743
Brady Singer,KCR,2023,5.52,4.29,4.28,7.5,2.76,0.18899999999999997,0.07,1.45,159.2,1.13,0.495,0.649,1.9,25377
Grayson Rodriguez,BAL,2023,4.35,3.93,3.78,9.52,3.1,0.25,0.08199999999999999,1.34,122.0,1.18,0.47200000000000003,0.722,1.9,24492
Camilo Doval,SFG,2023,2.93,2.77,3.36,11.57,3.46,0.31,0.09300000000000001,1.14,67.2,0.4,0.522,0.6559999999999999,1.9,21992
Hunter Greene,CIN,2023,4.82,4.25,4.0,12.21,3.86,0.305,0.096,1.42,112.0,1.53,0.344,0.726,1.9,22182
Bryce Elder,ATL,2023,3.81,4.42,4.49,6.6,3.25,0.175,0.086,1.28,174.2,0.98,0.499,0.7440000000000001,1.8,27779
Hunter Brown,HOU,2023,5.09,4.37,3.52,10.29,3.18,0.268,0.083,1.36,155.2,1.5,0.524,0.688,1.8,25880
Johan Oviedo,PIT,2023,4.31,4.49,4.87,8.0,4.2,0.20199999999999999,0.106,1.37,177.2,0.96,0.449,0.72,1.8,22487
Devin Williams,MIL,2023,1.53,2.66,2.79,13.35,4.3,0.377,0.121,0.92,58.2,0.61,0.478,0.85,1.8,15816
Bryce Miller,SEA,2023,4.32,3.98,4.31,8.15,1.78,0.222,0.048,1.14,131.1,1.23,0.335,0.706,1.8,29837
Jack Flaherty,- - -,2023,4.99,4.36,4.36,9.23,4.12,0.228,0.102,1.58,144.1,1.06,0.42700000000000005,0.726,1.8,17479
Alex Cobb,SFG,2023,3.87,4.01,3.51,7.79,2.2,0.203,0.057,1.32,151.1,1.13,0.5760000000000001,0.764,1.8,6562
Griffin Canning,LAA,2023,4.32,4.29,3.82,9.85,2.55,0.259,0.067,1.24,127.0,1.56,0.42700000000000005,0.762,1.8,19867
Brandon Williamson,CIN,2023,4.46,4.63,4.72,7.54,3.0,0.2,0.079,1.28,117.0,1.38,0.374,0.7020000000000001,1.8,25463
Cristopher Sanchez,PHI,2023,3.44,3.99,3.09,8.7,1.45,0.242,0.04,1.05,99.1,1.45,0.57,0.745,1.8,20778
Alexis Diaz,CIN,2023,3.07,3.52,4.2,11.5,4.81,0.301,0.126,1.19,67.1,0.53,0.38,0.711,1.7,21132
Jon Gray,TEX,2023,4.12,4.47,4.36,8.12,3.09,0.21600000000000003,0.08199999999999999,1.29,157.1,1.26,0.4,0.7559999999999999,1.7,14916
Michael Lorenzen,- - -,2023,4.18,4.46,4.68,6.53,2.76,0.17800000000000002,0.075,1.21,153.0,1.18,0.41,0.698,1.7,14843
Adrian Houser,MIL,2023,4.12,3.99,4.3,7.76,2.75,0.2,0.071,1.39,111.1,1.05,0.467,0.726,1.7,12718
Logan Allen,CLE,2023,3.81,4.19,4.28,8.55,3.45,0.222,0.08900000000000001,1.4,125.1,1.15,0.42700000000000005,0.7879999999999999,1.7,27589
Aroldis Chapman,- - -,2023,3.09,2.52,2.59,15.89,5.55,0.414,0.145,1.25,58.1,0.62,0.47700000000000004,0.731,1.7,10233
Emmanuel Clase,CLE,2023,3.22,2.91,3.45,7.93,1.98,0.212,0.053,1.16,72.2,0.5,0.55,0.605,1.7,21032
Josh Hader,SDP,2023,1.28,2.69,3.52,13.58,4.79,0.368,0.13,1.1,56.1,0.48,0.355,0.888,1.7,14212
Yennier Cano,BAL,2023,2.11,2.84,3.01,8.05,1.61,0.23,0.046,1.0,72.2,0.5,0.58,0.81,1.7,25911
Dean Kremer,BAL,2023,4.12,4.51,4.34,8.18,2.87,0.214,0.075,1.31,172.2,1.41,0.39299999999999996,0.7559999999999999,1.6,19350
Brayan Bello,BOS,2023,4.24,4.54,4.02,7.57,2.58,0.198,0.067,1.34,157.0,1.38,0.562,0.762,1.6,23920
Josiah Gray,WSN,2023,3.91,4.93,5.12,8.09,4.53,0.205,0.115,1.46,159.0,1.25,0.37799999999999995,0.804,1.6,24580
Kenta Maeda,MIN,2023,4.23,4.02,3.98,10.09,2.42,0.273,0.065,1.17,104.1,1.47,0.326,0.741,1.6,18498
Clay Holmes,NYY,2023,2.86,2.65,2.97,10.14,3.29,0.271,0.08800000000000001,1.17,63.0,0.29,0.655,0.741,1.6,13649
Jason Foley,DET,2023,2.61,2.73,3.51,7.17,1.96,0.19899999999999998,0.054000000000000006,1.16,69.0,0.26,0.5710000000000001,0.767,1.6,19531
Fernando Cruz,CIN,2023,4.91,2.83,3.5,13.36,3.82,0.35100000000000003,0.1,1.21,66.0,0.82,0.315,0.584,1.6,7048
Jameson Taillon,CHC,2023,4.84,4.61,4.49,8.16,2.39,0.214,0.063,1.28,154.1,1.57,0.379,0.6459999999999999,1.5,11674
Jeff Hoffman,PHI,2023,2.41,2.57,3.24,11.87,3.27,0.332,0.091,0.92,52.1,0.52,0.426,0.742,1.5,17432
Eury Perez,MIA,2023,3.15,4.11,4.24,10.64,3.05,0.289,0.083,1.13,91.1,1.48,0.254,0.833,1.5,27768
Reese Olson,DET,2023,3.99,4.01,3.91,8.94,2.86,0.244,0.078,1.12,103.2,1.22,0.428,0.698,1.5,24968
Chris Martin,BOS,2023,1.05,2.44,2.9,8.06,1.4,0.231,0.04,1.03,51.1,0.35,0.51,0.9359999999999999,1.5,11847
Drew Rasmussen,TBR,2023,2.62,2.54,3.1,9.47,2.22,0.266,0.062,1.05,44.2,0.4,0.526,0.774,1.5,25385
Paul Blackburn,OAK,2023,4.43,3.96,4.33,9.03,3.73,0.22399999999999998,0.09300000000000001,1.54,103.2,0.95,0.413,0.738,1.5,14739
Bryan Abreu,HOU,2023,1.75,2.98,3.29,12.5,3.88,0.348,0.10800000000000001,1.04,72.0,0.75,0.371,0.8759999999999999,1.5,16609
Ryan Helsley,STL,2023,2.45,2.25,3.24,12.76,4.17,0.35600000000000004,0.11599999999999999,1.06,36.2,0.25,0.408,0.7509999999999999,1.5,18138
Jose Quintana,NYM,2023,3.57,3.52,4.47,7.14,2.85,0.188,0.075,1.31,75.2,0.59,0.41600000000000004,0.72,1.5,11423
Jake Bird,COL,2023,4.33,3.55,4.01,7.76,2.72,0.20199999999999999,0.071,1.35,89.1,0.6,0.53,0.677,1.5,21267
Jacob deGrom,TEX,2023,2.67,1.54,2.32,13.35,1.19,0.391,0.035,0.76,30.1,0.59,0.379,0.594,1.5,10954
Adbert Alzolay,CHC,2023,2.67,3.02,3.56,9.42,1.83,0.265,0.051,1.02,64.0,0.7,0.42200000000000004,0.746,1.5,17859
Gregory Santos,CHW,2023,3.39,2.65,3.31,8.95,2.31,0.228,0.059000000000000004,1.3,66.1,0.27,0.525,0.703,1.5,21894
Graham Ashcraft,CIN,2023,4.76,5.06,4.57,6.86,3.21,0.17800000000000002,0.083,1.37,145.2,1.42,0.478,0.742,1.4,27552
Nick Martinez,SDP,2023,3.43,3.92,3.79,8.65,3.26,0.23,0.087,1.26,110.1,0.98,0.5379999999999999,0.775,1.4,12730
Brandon Woodruff,MIL,2023,2.28,3.6,3.63,9.94,2.01,0.292,0.059000000000000004,0.82,67.0,1.21,0.365,0.903,1.4,16162
Danny Coulombe,BAL,2023,2.81,2.83,3.46,10.17,2.1,0.276,0.057,1.11,51.1,0.7,0.43700000000000006,0.787,1.4,13293
Brusdar Graterol,LAD,2023,1.2,3.03,3.53,6.42,1.6,0.187,0.047,0.97,67.1,0.4,0.644,0.8440000000000001,1.4,20367
A.J. Minter,ATL,2023,3.76,2.9,3.38,11.41,2.92,0.315,0.081,1.19,64.2,0.84,0.35100000000000003,0.7140000000000001,1.4,18655
J.P. France,HOU,2023,3.83,4.66,4.8,6.67,3.1,0.174,0.081,1.36,136.1,1.25,0.428,0.767,1.3,21212
Julio Urias,LAD,2023,4.6,4.69,4.13,8.97,1.84,0.243,0.05,1.16,117.1,1.84,0.371,0.747,1.3,14765
Kevin Ginkel,ARI,2023,2.48,2.86,3.6,9.64,3.17,0.276,0.091,0.98,65.1,0.41,0.503,0.68,1.3,19876
Caleb Ferguson,LAD,2023,3.43,3.34,3.68,10.44,3.43,0.259,0.085,1.44,60.1,0.6,0.491,0.727,1.3,19349
Dustin May,LAD,2023,2.63,3.23,4.58,6.38,3.0,0.182,0.086,0.94,48.0,0.19,0.452,0.7240000000000001,1.3,19716
Hunter Harvey,WSN,2023,2.82,3.29,3.34,9.94,1.93,0.285,0.055,0.94,60.2,1.04,0.434,0.772,1.3,15507
Brent Suter,COL,2023,3.38,3.44,4.48,7.14,3.25,0.188,0.086,1.3,69.1,0.39,0.465,0.642,1.3,13942
Tim Mayza,TOR,2023,1.52,2.6,2.98,8.94,2.53,0.247,0.07,1.22,53.1,0.34,0.5820000000000001,0.884,1.3,15042
Pete Fairbanks,TBR,2023,2.58,2.7,2.83,13.5,3.97,0.37,0.109,1.01,45.1,0.6,0.489,0.7859999999999999,1.3,17998
Shawn Armstrong,TBR,2023,1.38,2.54,3.82,9.35,1.9,0.261,0.053,0.9,52.0,0.35,0.384,0.809,1.3,12857
Jose Alvarado,PHI,2023,1.74,2.41,2.34,13.94,3.92,0.37200000000000005,0.105,1.16,41.1,0.65,0.539,0.753,1.3,17780
Andrew Heaney,TEX,2023,4.15,4.66,4.58,9.22,3.67,0.23600000000000002,0.094,1.38,147.1,1.4,0.4,0.769,1.2,15423
Joel Payamps,MIL,2023,2.55,3.48,3.65,9.81,2.17,0.268,0.059000000000000004,1.05,70.2,1.02,0.45899999999999996,0.8109999999999999,1.2,14332
MacKenzie Gore,WSN,2023,4.42,4.89,4.11,9.97,3.76,0.259,0.098,1.4,136.1,1.78,0.38799999999999996,0.785,1.2,22201
Sean Manaea,SFG,2023,4.44,3.9,4.01,9.79,3.21,0.257,0.084,1.24,117.2,1.07,0.409,0.64,1.2,15873
David Robertson,- - -,2023,3.03,3.55,3.85,10.74,3.44,0.29,0.09300000000000001,1.19,65.1,0.96,0.431,0.7440000000000001,1.2,8241
Griffin Jax,MIN,2023,3.86,3.22,3.57,9.37,2.62,0.248,0.069,1.18,65.1,0.69,0.556,0.6890000000000001,1.2,20253
Tanner Houck,BOS,2023,5.01,4.43,4.07,8.41,3.48,0.214,0.08900000000000001,1.37,106.0,1.19,0.53,0.685,1.2,19879
Kyle Freeland,COL,2023,5.03,5.3,5.13,5.43,2.43,0.139,0.062,1.47,155.2,1.68,0.4,0.7070000000000001,1.2,16256
Jordan Romano,TOR,2023,2.9,3.46,4.01,10.98,3.66,0.29,0.09699999999999999,1.22,59.0,0.92,0.365,0.823,1.2,16122
Emilio Pagan,MIN,2023,2.99,3.27,4.57,8.44,2.73,0.23800000000000002,0.077,0.95,69.1,0.65,0.315,0.6829999999999999,1.2,14771
Kevin Kelly,TBR,2023,3.09,3.09,4.28,7.52,2.01,0.203,0.054000000000000006,1.01,67.0,0.27,0.47700000000000004,0.6779999999999999,1.2,25679
Dylan Floro,- - -,2023,4.76,2.96,3.29,9.21,2.7,0.23399999999999999,0.069,1.54,56.2,0.48,0.544,0.653,1.2,13394
Andres Munoz,SEA,2023,2.94,2.7,3.12,12.31,4.04,0.318,0.10400000000000001,1.27,49.0,0.37,0.59,0.732,1.2,20373
JoJo Romero,STL,2023,3.68,2.22,2.68,10.31,2.45,0.28600000000000003,0.068,1.06,36.2,0.25,0.591,0.596,1.2,19574
Justin Lawrence,COL,2023,3.72,3.76,4.26,9.36,4.32,0.239,0.11,1.35,75.0,0.6,0.485,0.703,1.2,17639
Evan Phillips,LAD,2023,2.05,3.16,3.37,9.68,1.91,0.282,0.055999999999999994,0.83,61.1,0.88,0.42700000000000005,0.768,1.2,17734
Will Vest,DET,2023,2.98,2.55,3.35,10.43,2.42,0.281,0.065,1.1,48.1,0.56,0.45,0.7170000000000001,1.2,19769
Colin Poche,TBR,2023,2.23,3.34,4.55,9.05,3.56,0.248,0.098,1.09,60.2,0.59,0.34,0.8140000000000001,1.1,19403
Craig Kimbrel,PHI,2023,3.26,3.81,3.58,12.26,3.65,0.33799999999999997,0.10099999999999999,1.04,69.0,1.3,0.336,0.774,1.1,6655
Edward Cabrera,MIA,2023,4.24,4.43,4.3,10.66,5.96,0.272,0.152,1.44,99.2,0.99,0.5429999999999999,0.754,1.1,21690
Tyler Anderson,LAA,2023,5.43,4.92,5.52,7.6,4.09,0.18899999999999997,0.102,1.49,141.0,1.28,0.309,0.672,1.1,12880
Zack Thompson,STL,2023,4.48,3.87,3.83,9.77,3.39,0.251,0.087,1.42,66.1,1.09,0.44,0.7190000000000001,1.1,25918
Ryan Pressly,HOU,2023,3.58,3.36,3.14,10.19,2.2,0.276,0.06,1.07,65.1,1.1,0.5479999999999999,0.635,1.1,7005
Jhoan Duran,MIN,2023,2.45,3.21,2.75,12.13,3.61,0.32899999999999996,0.098,1.14,62.1,0.87,0.659,0.7509999999999999,1.1,21029
Ian Hamilton,NYY,2023,2.64,2.82,3.26,10.71,4.03,0.289,0.109,1.22,58.0,0.31,0.5529999999999999,0.772,1.1,19261
Ryan Brasier,- - -,2023,3.02,3.14,4.04,8.45,2.87,0.235,0.08,1.02,59.2,0.45,0.43799999999999994,0.669,1.1,5615
Jordan Hicks,- - -,2023,3.29,3.22,3.36,11.1,4.39,0.284,0.11199999999999999,1.36,65.2,0.55,0.583,0.721,1.1,19618
Gavin Williams,CLE,2023,3.29,4.05,4.53,8.89,4.06,0.235,0.107,1.26,82.0,0.88,0.381,0.7829999999999999,1.1,30122
Sam Hentges,CLE,2023,3.61,2.64,3.0,9.63,3.1,0.251,0.081,1.36,52.1,0.34,0.588,0.6890000000000001,1.1,18548
Kenley Jansen,BOS,2023,3.63,3.66,4.61,10.48,3.43,0.27699999999999997,0.09,1.28,44.2,1.01,0.226,0.731,1.1,3096
Zack Littell,- - -,2023,4.1,4.02,4.15,7.4,1.2,0.195,0.032,1.18,90.0,1.3,0.425,0.73,1.1,15823
David Peterson,NYM,2023,5.03,4.34,3.59,10.38,4.05,0.26,0.102,1.57,111.0,1.3,0.546,0.736,1.1,20302
Sam Moll,- - -,2023,3.03,3.27,4.23,9.82,4.33,0.254,0.11199999999999999,1.24,62.1,0.29,0.512,0.764,1.1,14874
Chris Stratton,- - -,2023,3.92,3.53,4.36,8.82,2.72,0.24,0.07400000000000001,1.14,82.2,0.87,0.386,0.672,1.1,13761
Will Smith,TEX,2023,4.4,3.36,4.3,8.63,2.67,0.243,0.075,1.06,57.1,0.78,0.29600000000000004,0.556,1.1,8048
Zack Greinke,KCR,2023,5.06,4.74,4.42,6.13,1.45,0.16399999999999998,0.039,1.27,142.1,1.58,0.431,0.687,1.1,1943
Wade Miley,MIL,2023,3.14,4.69,4.85,5.91,2.84,0.161,0.078,1.14,120.1,1.2,0.46299999999999997,0.816,1.0,8779
James Paxton,BOS,2023,4.5,4.68,3.98,9.47,3.09,0.24600000000000002,0.08,1.31,96.0,1.69,0.426,0.7490000000000001,1.0,11828
Justin Topa,SEA,2023,2.61,3.15,3.55,7.96,2.35,0.21899999999999997,0.065,1.14,69.0,0.52,0.5670000000000001,0.733,1.0,15145
Raisel Iglesias,ATL,2023,2.75,3.26,3.31,10.99,2.43,0.294,0.065,1.19,55.2,1.13,0.429,0.765,1.0,17130
Dauri Moreta,PIT,2023,3.72,2.93,3.77,11.79,3.72,0.318,0.1,1.09,58.0,0.62,0.396,0.662,1.0,21101
Anthony DeSclafani,SFG,2023,4.88,4.35,4.15,7.13,1.81,0.18899999999999997,0.048,1.25,99.2,1.35,0.415,0.648,1.0,13050
Tyler Holton,DET,2023,2.11,3.56,3.76,7.8,1.9,0.228,0.055999999999999994,0.87,85.1,0.95,0.456,0.865,1.0,26231
Robert Stephenson,- - -,2023,3.1,3.22,2.84,13.24,2.75,0.38299999999999995,0.08,0.88,52.1,1.38,0.34600000000000003,0.747,1.0,13594
Yimi Garcia,TOR,2023,4.09,3.39,3.14,10.77,2.05,0.28,0.053,1.24,66.0,1.09,0.455,0.69,1.0,12095
Hoby Milner,MIL,2023,1.82,3.13,3.66,8.25,1.82,0.23399999999999999,0.052000000000000005,0.96,64.1,0.7,0.509,0.8420000000000001,1.0,13346
Scott Barlow,- - -,2023,4.37,3.42,4.04,10.46,4.5,0.264,0.114,1.4,68.0,0.53,0.429,0.6459999999999999,1.0,14993
