game_date,home_team,away_team,home_win_prob,ml_pred,actual_win,ml_correct,predicted_total,actual_total,ou_error,home_covers_prob,rl_pred,actual_rl,rl_correct
2024-04-17,BOS,CLE,0.5814,1,1,1,8.97,2.0,6.97,0.3469,0,1,0
2024-04-17,LAD,WSH,0.5364,1,0,0,10.05,2.0,8.05,0.5315,1,0,0
2024-04-17,TOR,NYY,0.4947,0,0,1,9.05,10.0,-0.95,0.2453,0,0,1
2024-04-17,CWS,KC,0.3657,0,0,1,8.48,6.0,2.48,0.3295,0,0,1
2024-04-17,MIA,SF,0.5814,1,0,0,10.64,4.0,6.64,0.5315,1,0,0
2024-04-17,MIL,SD,0.4947,0,1,0,8.42,1.0,7.42,0.2941,0,0,1
2024-04-17,DET,TEX,0.5364,1,0,0,7.41,9.0,-1.59,0.5315,1,0,0
2024-04-17,NYM,PIT,0.5364,1,1,1,8.21,10.0,-1.79,0.3529,0,1,0
2024-04-17,BAL,MIN,0.5814,1,1,1,9.36,6.0,3.36,0.5315,1,1,1
2024-04-17,CWS,KC,0.3657,0,0,1,8.48,,,0.3295,0,0,1
2024-04-17,HOU,ATL,0.1538,0,0,1,9.12,9.0,0.12,0.1356,0,0,1
2024-04-18,SF,AZ,0.5814,1,1,1,7.91,5.0,2.91,0.3529,0,1,0
2024-04-18,TB,LAA,0.6842,1,1,1,7.41,3.0,4.41,0.5315,1,0,0
2024-04-18,DET,TEX,0.5364,1,0,0,9.99,16.0,-6.01,0.3529,0,0,1
2024-04-18,BOS,CLE,0.5364,1,0,0,8.86,9.0,-0.14,0.2941,0,0,1
2024-04-19,CLE,OAK,0.4947,0,1,0,8.37,12.0,-3.63,0.2453,0,1,0
2024-04-19,ATL,TEX,0.525,1,1,1,9.84,11.0,-1.16,0.3295,0,1,0
2024-04-19,KC,BAL,0.3657,0,1,0,9.18,13.0,-3.82,0.2453,0,1,0
2024-04-19,NYY,TB,0.5814,1,1,1,9.06,8.0,1.06,0.5315,1,1,1
2024-04-19,SF,AZ,0.5814,1,0,0,8.75,18.0,-9.25,0.5315,1,0,0
2024-04-19,SD,TOR,0.4977,0,0,1,8.83,6.0,2.83,0.2941,0,0,1
2024-04-19,MIN,DET,0.5364,1,0,0,7.41,9.0,-1.59,0.3295,0,0,1
2024-04-19,LAD,NYM,0.3657,0,0,1,8.36,13.0,-4.64,0.3295,0,0,1
2024-04-19,WSH,HOU,0.5233,1,0,0,8.06,8.0,0.06,0.3295,0,0,1
2024-04-19,STL,MIL,0.4667,0,0,1,8.21,3.0,5.21,0.2453,0,0,1
2024-04-19,PIT,BOS,0.4667,0,0,1,9.42,9.0,0.42,0.2941,0,0,1
2024-04-19,CIN,LAA,0.5233,1,1,1,9.48,8.0,1.48,0.3295,0,1,0
2024-04-19,CHC,MIA,0.5814,1,1,1,6.88,11.0,-4.12,0.3529,0,1,0
2024-04-19,PHI,CWS,0.5814,1,1,1,5.94,7.0,-1.06,0.2941,0,1,0
2024-04-20,SD,TOR,0.4947,0,0,1,8.45,7.0,1.45,0.2453,0,0,1
2024-04-20,COL,SEA,0.3657,0,0,1,10.48,7.0,3.48,0.2453,0,0,1
2024-04-20,ATL,TEX,0.525,1,1,1,9.31,7.0,2.31,0.2453,0,1,0
2024-04-20,KC,BAL,0.4667,0,0,1,7.99,16.0,-8.01,0.2453,0,0,1
2024-04-20,CIN,LAA,0.5814,1,1,1,9.79,12.0,-2.21,0.3295,0,1,0
2024-04-20,CLE,OAK,0.4947,0,1,0,9.76,9.0,0.76,0.2941,0,1,0
2024-04-20,PHI,CWS,0.5814,1,1,1,5.98,14.0,-8.02,0.5315,1,1,1
2024-04-20,SF,AZ,0.4667,0,1,0,9.21,10.0,-0.79,0.3295,0,1,0
2024-04-20,PIT,BOS,0.5233,1,0,0,9.5,6.0,3.5,0.2941,0,0,1
2024-04-20,LAD,NYM,0.5814,1,0,0,7.82,10.0,-2.18,0.347,0,0,1
2024-04-20,WSH,HOU,0.3657,0,1,0,6.78,9.0,-2.22,0.2,0,0,1
2024-04-20,CHC,MIA,0.5364,1,0,0,9.15,5.0,4.15,0.3295,0,0,1
2024-04-20,STL,MIL,0.5364,1,0,0,9.16,17.0,-7.84,0.3295,0,0,1
2024-04-20,MIN,DET,0.5364,1,1,1,8.6,7.0,1.6,0.5315,1,0,0
2024-04-20,NYY,TB,0.525,1,0,0,8.7,2.0,6.7,0.3469,0,0,1
2024-04-20,CHC,MIA,0.5814,1,0,0,6.41,,,0.3295,0,0,1
2024-04-20,CHC,MIA,0.5814,1,1,1,7.85,8.0,-0.15,0.5315,1,1,1
2024-04-21,KC,BAL,0.5814,1,0,0,9.06,5.0,4.06,0.3529,0,0,1
2024-04-21,COL,SEA,0.4947,0,0,1,12.83,12.0,0.83,0.5315,1,0,0
2024-04-21,SF,AZ,0.5364,1,0,0,9.39,8.0,1.39,0.5315,1,0,0
2024-04-21,LAD,NYM,0.6842,1,1,1,11.26,10.0,1.26,0.5315,1,1,1
2024-04-21,SD,TOR,0.5364,1,1,1,8.35,9.0,-0.65,0.3295,0,1,0
2024-04-21,ATL,TEX,0.3657,0,0,1,11.78,10.0,1.78,0.1356,0,0,1
2024-04-21,CHC,MIA,0.5364,1,0,0,9.56,9.0,0.56,0.2453,0,0,1
2024-04-21,STL,MIL,0.5814,1,0,0,8.07,2.0,6.07,0.3469,0,0,1
2024-04-21,MIN,DET,0.4667,0,0,1,12.87,7.0,5.87,0.2453,0,0,1
2024-04-21,CLE,OAK,0.6842,1,1,1,10.53,8.0,2.53,0.5315,1,1,1
2024-04-21,COL,SEA,0.3657,0,1,0,11.76,3.0,8.76,0.2453,0,0,1
2024-04-21,NYY,TB,0.5814,1,1,1,8.76,9.0,-0.24,0.5315,1,0,0
2024-04-21,PHI,CWS,0.6842,1,1,1,10.51,10.0,0.51,0.5315,1,1,1
2024-04-21,PIT,BOS,0.5233,1,0,0,8.73,7.0,1.73,0.3295,0,0,1
2024-04-21,WSH,HOU,0.4667,0,1,0,7.7,6.0,1.7,0.2453,0,1,0
2024-04-21,CIN,LAA,0.3657,0,1,0,8.93,3.0,5.93,0.2453,0,1,0
2024-04-21,COL,SEA,0.4947,0,0,1,13.39,,,0.3469,0,0,1
2024-04-22,LAA,BAL,0.4947,0,0,1,8.31,6.0,2.31,0.2453,0,0,1
2024-04-22,COL,SD,0.5233,1,0,0,10.65,4.0,6.65,0.3295,0,0,1
2024-04-22,STL,AZ,0.525,1,1,1,8.34,8.0,0.34,0.2941,0,1,0
2024-04-22,MIN,CWS,0.4667,0,1,0,8.74,7.0,1.74,0.3295,0,1,0
2024-04-22,KC,TOR,0.5233,1,0,0,9.04,8.0,1.04,0.3469,0,0,1
2024-04-22,ATL,MIA,0.4667,0,1,0,10.5,3.0,7.5,0.2453,0,1,0
2024-04-22,TB,DET,0.5364,1,0,0,5.99,8.0,-2.01,0.2941,0,0,1
2024-04-22,SF,NYM,0.3077,0,1,0,9.65,7.0,2.65,0.1356,0,1,0
2024-04-22,CIN,PHI,0.525,1,0,0,7.69,7.0,0.69,0.2453,0,0,1
2024-04-22,NYY,OAK,0.5814,1,0,0,9.46,2.0,7.46,0.5315,1,0,0
2024-04-22,PIT,MIL,0.5233,1,1,1,8.11,6.0,2.11,0.2941,0,1,0
2024-04-23,SF,NYM,0.5233,1,1,1,8.7,6.0,2.7,0.2941,0,1,0
2024-04-23,LAA,BAL,0.4667,0,1,0,9.63,11.0,-1.37,0.2453,0,1,0
2024-04-23,COL,SD,0.4667,0,1,0,10.96,11.0,-0.04,0.2453,0,1,0
2024-04-23,TEX,SEA,0.3657,0,0,1,10.04,4.0,6.04,0.2453,0,0,1
2024-04-23,STL,AZ,0.3657,0,0,1,9.85,15.0,-5.15,0.2941,0,0,1
2024-04-23,MIN,CWS,0.3657,0,1,0,8.62,11.0,-2.38,0.2453,0,0,1
2024-04-23,KC,TOR,0.4947,0,1,0,7.34,5.0,2.34,0.3295,0,0,1
2024-04-23,CHC,HOU,0.5233,1,1,1,9.31,9.0,0.31,0.2453,0,1,0
2024-04-23,NYY,OAK,0.6842,1,1,1,9.65,7.0,2.65,0.5315,1,0,0
2024-04-23,ATL,MIA,0.6842,1,1,1,8.37,5.0,3.37,0.3469,0,1,0
2024-04-23,WSH,LAD,0.4667,0,0,1,10.61,5.0,5.61,0.2941,0,0,1
2024-04-23,PIT,MIL,0.4947,0,1,0,8.4,3.0,5.4,0.2941,0,0,1
2024-04-23,CIN,PHI,0.3657,0,1,0,8.32,9.0,-0.68,0.2453,0,1,0
2024-04-23,CLE,BOS,0.3657,0,1,0,7.95,5.0,2.95,0.2453,0,1,0
2024-04-23,TB,DET,0.5814,1,0,0,9.12,6.0,3.12,0.5315,1,0,0
2024-04-24,WSH,LAD,0.4947,0,0,1,9.71,13.0,-3.29,0.2941,0,0,1
2024-04-24,KC,TOR,0.4211,0,1,0,8.9,5.0,3.9,0.2453,0,0,1
2024-04-24,MIN,CWS,0.4947,0,1,0,7.66,9.0,-1.34,0.2941,0,1,0
2024-04-24,TEX,SEA,0.525,1,1,1,9.25,6.0,3.25,0.3469,0,1,0
2024-04-24,COL,SD,0.3657,0,0,1,13.97,7.0,6.97,0.2453,0,0,1
2024-04-24,CHC,HOU,0.5233,1,1,1,6.92,7.0,-0.08,0.3295,0,0,1
2024-04-24,ATL,MIA,0.6842,1,1,1,7.11,7.0,0.11,0.3469,0,0,1
2024-04-24,TB,DET,0.3657,0,1,0,8.73,12.0,-3.27,0.2453,0,1,0
2024-04-24,PIT,MIL,0.4667,0,0,1,8.57,5.0,3.57,0.3125,0,0,1
2024-04-24,NYY,OAK,0.6842,1,1,1,8.7,10.0,-1.3,0.5315,1,1,1
2024-04-24,CLE,BOS,0.4667,0,0,1,9.67,8.0,1.67,0.2453,0,0,1
2024-04-24,LAA,BAL,0.5233,1,0,0,8.52,11.0,-2.48,0.2941,0,0,1
2024-04-24,CIN,PHI,0.3657,0,1,0,9.27,11.0,-1.73,0.2453,0,1,0
2024-04-24,SF,NYM,0.4947,0,0,1,7.18,10.0,-2.82,0.2453,0,0,1
2024-04-24,STL,AZ,0.5233,1,1,1,9.95,6.0,3.95,0.3295,0,1,0
2024-04-25,WSH,LAD,0.3657,0,0,1,8.58,3.0,5.58,0.2453,0,0,1
2024-04-25,COL,SD,0.3657,0,1,0,12.61,19.0,-6.39,0.3469,0,0,1
2024-04-25,TEX,SEA,0.4947,0,0,1,10.17,7.0,3.17,0.2453,0,0,1
2024-04-25,CHC,HOU,0.4947,0,1,0,8.48,4.0,4.48,0.2453,0,1,0
2024-04-25,KC,TOR,0.4947,0,1,0,6.97,3.0,3.97,0.3295,0,0,1
2024-04-25,MIN,CWS,0.3657,0,1,0,7.99,9.0,-1.01,0.3295,0,1,0
2024-04-25,NYY,OAK,0.5364,1,0,0,8.99,4.0,4.99,0.5315,1,0,0
2024-04-25,CLE,BOS,0.4211,0,1,0,11.41,10.0,1.41,0.2453,0,1,0
2024-04-25,PIT,MIL,0.4667,0,0,1,9.23,12.0,-2.77,0.2941,0,0,1
2024-04-25,CIN,PHI,0.4947,0,0,1,6.79,5.0,1.79,0.2941,0,0,1
2024-04-26,SF,PIT,0.5233,1,1,1,8.82,3.0,5.82,0.3295,0,1,0
2024-04-26,SD,PHI,0.4667,0,0,1,8.64,12.0,-3.36,0.3295,0,0,1
2024-04-26,SEA,AZ,0.4211,0,1,0,9.27,7.0,2.27,0.1356,0,1,0
2024-04-26,LAA,MIN,0.3657,0,0,1,9.09,8.0,1.09,0.2453,0,0,1
2024-04-26,MIL,NYY,0.4947,0,1,0,8.7,13.0,-4.3,0.3056,0,0,1
2024-04-26,TEX,CIN,0.5814,1,1,1,8.88,3.0,5.88,0.5315,1,0,0
2024-04-26,CWS,TB,0.3657,0,1,0,9.4,13.0,-3.6,0.3295,0,1,0
2024-04-26,ATL,CLE,0.4947,0,1,0,13.15,8.0,5.15,0.5315,1,1,1
2024-04-26,MIA,WSH,0.3657,0,0,1,7.52,4.0,3.52,0.2453,0,0,1
2024-04-26,BOS,CHC,0.3657,0,0,1,9.39,8.0,1.39,0.2941,0,0,1
2024-04-26,TOR,LAD,0.3657,0,0,1,8.87,14.0,-5.13,0.2453,0,0,1
2024-04-26,BAL,OAK,0.6842,1,0,0,11.92,5.0,6.92,0.5315,1,0,0
2024-04-26,DET,KC,0.3657,0,0,1,7.91,8.0,-0.09,0.2453,0,0,1
2024-04-26,NYM,STL,0.5814,1,0,0,7.1,6.0,1.1,0.5315,1,0,0
2024-04-27,SEA,AZ,0.6842,1,1,1,10.06,4.0,6.06,0.5315,1,1,1
2024-04-27,LAA,MIN,0.5233,1,0,0,7.44,21.0,-13.56,0.3295,0,0,1
2024-04-27,SF,PIT,0.4211,0,0,1,8.23,7.0,1.23,0.3295,0,0,1
2024-04-27,SD,PHI,0.5364,1,0,0,8.5,6.0,2.5,0.2453,0,0,1
2024-04-27,ATL,CLE,0.4667,0,0,1,9.22,6.0,3.22,0.2453,0,0,1
2024-04-27,MIL,NYY,0.3657,0,0,1,8.59,18.0,-9.41,0.2453,0,0,1
2024-04-27,CWS,TB,0.525,1,1,1,9.15,15.0,-5.85,0.3125,0,0,1
2024-04-27,DET,KC,0.4667,0,1,0,8.72,11.0,-2.28,0.2453,0,0,1
2024-04-27,MIA,WSH,0.3657,0,0,1,9.69,15.0,-5.31,0.3295,0,0,1
2024-04-27,COL,HOU,0.3657,0,0,1,10.9,16.0,-5.1,0.2453,0,0,1
2024-04-27,TEX,CIN,0.5233,1,0,0,7.34,12.0,-4.66,0.2453,0,0,1
2024-04-27,NYM,STL,0.5233,1,0,0,8.88,11.0,-2.12,0.5315,1,0,0
2024-04-27,BAL,OAK,0.5364,1,1,1,10.63,7.0,3.63,0.5315,1,1,1
2024-04-27,TOR,LAD,0.4211,0,0,1,8.73,6.0,2.73,0.1356,0,0,1
2024-04-27,BOS,CHC,0.5814,1,1,1,7.96,17.0,-9.04,0.3529,0,1,0
2024-04-28,BOS,CHC,0.4947,0,1,0,8.03,9.0,-0.97,0.3295,0,0,1
2024-04-28,SD,PHI,0.5814,1,0,0,10.75,14.0,-3.25,0.5315,1,0,0
2024-04-28,SEA,AZ,0.525,1,0,0,7.84,5.0,2.84,0.3295,0,0,1
2024-04-28,SF,PIT,0.3657,0,1,0,9.46,5.0,4.46,0.1356,0,0,1
2024-04-28,COL,HOU,0.4211,0,0,1,11.36,10.0,1.36,0.2941,0,0,1
2024-04-28,TEX,CIN,0.3657,0,1,0,9.75,7.0,2.75,0.2453,0,0,1
2024-04-28,MIL,NYY,0.5364,1,0,0,7.89,20.0,-12.11,0.3295,0,0,1
2024-04-28,CWS,TB,0.525,1,1,1,7.5,6.0,1.5,0.2941,0,1,0
2024-04-28,MIA,WSH,0.5233,1,0,0,8.43,21.0,-12.57,0.2453,0,0,1
2024-04-28,LAA,MIN,0.3657,0,0,1,8.86,16.0,-7.14,0.1356,0,0,1
2024-04-28,DET,KC,0.525,1,1,1,7.03,5.0,2.03,0.3295,0,1,0
2024-04-28,TOR,LAD,0.5233,1,1,1,8.68,4.0,4.68,0.2453,0,1,0
2024-04-28,ATL,CLE,0.3657,0,1,0,12.63,7.0,5.63,0.1356,0,0,1
2024-04-28,BAL,OAK,0.5814,1,0,0,9.43,13.0,-3.57,0.3529,0,0,1
2024-04-28,NYM,STL,0.525,1,1,1,7.53,6.0,1.53,0.3469,0,1,0
2024-04-29,SEA,ATL,0.5233,1,1,1,8.16,3.0,5.16,0.2453,0,0,1
2024-04-29,SD,CIN,0.5364,1,0,0,10.0,7.0,3.0,0.3295,0,0,1
2024-04-29,OAK,PIT,0.3657,0,1,0,10.25,6.0,4.25,0.2453,0,1,0
2024-04-29,AZ,LAD,0.3657,0,0,1,10.84,12.0,-1.16,0.2941,0,0,1
2024-04-29,LAA,PHI,0.3077,0,1,0,9.16,11.0,-1.84,0.2453,0,0,1
2024-04-29,MIL,TB,0.5233,1,0,0,8.14,1.0,7.14,0.3295,0,0,1
2024-04-29,CWS,MIN,0.4947,0,0,1,7.97,5.0,2.97,0.2453,0,0,1
2024-04-29,NYM,CHC,0.5364,1,0,0,7.86,4.0,3.86,0.3529,0,0,1
2024-04-29,MIA,WSH,0.3657,0,0,1,10.22,9.0,1.22,0.2941,0,0,1
2024-04-29,BAL,NYY,0.4667,0,1,0,8.74,2.0,6.74,0.2453,0,1,0
2024-04-29,TOR,KC,0.4667,0,1,0,8.83,11.0,-2.17,0.2941,0,0,1
2024-04-30,SD,CIN,0.4667,0,1,0,5.71,10.0,-4.29,0.3295,0,1,0
2024-04-30,OAK,PIT,0.3657,0,1,0,10.03,7.0,3.03,0.2453,0,1,0
2024-04-30,AZ,LAD,0.4947,0,1,0,11.78,7.0,4.78,0.1356,0,0,1
2024-04-30,LAA,PHI,0.3657,0,0,1,7.51,12.0,-4.49,0.2941,0,0,1
2024-04-30,BOS,SF,0.525,1,1,1,9.33,4.0,5.33,0.3295,0,1,0
2024-04-30,HOU,CLE,0.5814,1,1,1,8.98,19.0,-10.02,0.3469,0,0,1
2024-04-30,TEX,WSH,0.3657,0,1,0,9.46,8.0,1.46,0.2453,0,1,0
2024-04-30,MIL,TB,0.5814,1,1,1,9.04,10.0,-0.96,0.5315,1,1,1
2024-04-30,SEA,ATL,0.3236,0,1,0,7.72,5.0,2.72,0.1356,0,0,1
2024-04-30,NYM,CHC,0.5364,1,1,1,7.83,6.0,1.83,0.3529,0,1,0
2024-04-30,CWS,MIN,0.5233,1,0,0,9.06,11.0,-1.94,0.2453,0,0,1
2024-04-30,MIA,COL,0.3657,0,1,0,9.57,13.0,-3.43,0.2941,0,0,1
2024-04-30,DET,STL,0.5233,1,0,0,9.57,,,0.2453,0,0,1
2024-04-30,DET,STL,0.4947,0,0,1,6.99,3.0,3.99,0.3295,0,0,1
2024-04-30,TOR,KC,0.525,1,0,0,8.02,5.0,3.02,0.2453,0,0,1
2024-04-30,BAL,NYY,0.3657,0,1,0,9.58,6.0,3.58,0.2941,0,1,0
2024-04-30,DET,STL,0.4947,0,1,0,9.18,17.0,-7.82,0.2941,0,1,0
2024-05-01,AZ,LAD,0.4118,0,0,1,10.04,8.0,2.04,0.2923,0,0,1
2024-05-01,HOU,CLE,0.4875,0,0,1,10.2,5.0,5.2,0.3838,0,0,1
2024-05-01,TEX,WSH,0.4425,0,0,1,8.23,1.0,7.23,0.2923,0,0,1
2024-05-01,BOS,SF,0.4875,0,1,0,9.63,8.0,1.63,0.3516,0,1,0
2024-05-01,NYM,CHC,0.457,0,0,1,6.69,1.0,5.69,0.3516,0,0,1
2024-05-01,BAL,NYY,0.457,0,0,1,8.66,2.0,6.66,0.2923,0,0,1
2024-05-01,SD,CIN,0.6543,1,1,1,8.77,8.0,0.77,0.3838,0,1,0
2024-05-01,LAA,PHI,0.3994,0,0,1,8.97,3.0,5.97,0.1818,0,0,1
2024-05-01,SEA,ATL,0.4425,0,0,1,7.63,7.0,0.63,0.1818,0,0,1
2024-05-01,MIA,COL,0.4425,0,1,0,11.35,5.0,6.35,0.2923,0,1,0
2024-05-01,TOR,KC,0.4425,0,0,1,9.57,7.0,2.57,0.2923,0,0,1
2024-05-01,CWS,MIN,0.457,0,0,1,9.71,15.0,-5.29,0.2923,0,0,1
2024-05-01,MIL,TB,0.5882,1,1,1,9.05,8.0,1.05,0.3838,0,1,0
2024-05-01,DET,STL,0.4821,0,1,0,9.86,5.0,4.86,0.2923,0,1,0
2024-05-01,OAK,PIT,0.457,0,1,0,5.89,4.0,1.89,0.2923,0,1,0
2024-05-02,HOU,CLE,0.5882,1,1,1,9.64,10.0,-0.36,0.3516,0,1,0
2024-05-02,TEX,WSH,0.4875,0,1,0,9.08,6.0,3.08,0.3516,0,1,0
2024-05-02,BOS,SF,0.4821,0,0,1,10.02,4.0,6.02,0.3516,0,0,1
2024-05-02,NYM,CHC,0.457,0,1,0,9.21,13.0,-3.79,0.2923,0,0,1
2024-05-02,BAL,NYY,0.457,0,1,0,9.55,9.0,0.55,0.2923,0,1,0
2024-05-02,MIA,COL,0.4884,0,1,0,8.9,9.0,-0.1,0.3516,0,0,1
2024-05-03,OAK,MIA,0.457,0,1,0,7.92,4.0,3.92,0.3516,0,1,0
2024-05-03,AZ,SD,0.4425,0,0,1,8.37,8.0,0.37,0.2923,0,0,1
2024-05-03,STL,CWS,0.457,0,1,0,8.2,3.0,5.2,0.3516,0,1,0
2024-05-03,NYY,DET,0.457,0,1,0,7.81,3.0,4.81,0.3516,0,0,1
2024-05-03,HOU,SEA,0.5893,1,1,1,7.41,8.0,-0.59,0.2923,0,1,0
2024-05-03,CLE,LAA,0.457,0,0,1,7.16,6.0,1.16,0.3516,0,0,1
2024-05-03,LAD,ATL,0.457,0,1,0,12.39,7.0,5.39,0.2923,0,0,1
2024-05-03,TB,NYM,0.457,0,1,0,9.38,18.0,-8.62,0.3516,0,1,0
2024-05-03,MIN,BOS,0.4425,0,1,0,9.15,7.0,2.15,0.2923,0,1,0
2024-05-03,PHI,SF,0.5893,1,1,1,9.65,7.0,2.65,0.3838,0,0,1
2024-05-03,WSH,TOR,0.5882,1,1,1,9.44,12.0,-2.56,0.2143,0,1,0
2024-05-03,CHC,MIL,0.457,0,0,1,8.06,4.0,4.06,0.3516,0,0,1
2024-05-03,KC,TEX,0.4425,0,1,0,7.27,8.0,-0.73,0.2923,0,1,0
2024-05-03,CIN,BAL,0.6543,1,0,0,9.0,3.0,6.0,0.3516,0,0,1
2024-05-03,PIT,COL,0.457,0,0,1,9.15,5.0,4.15,0.3516,0,0,1
2024-05-04,LAD,ATL,0.4871,0,1,0,15.0,13.0,2.0,0.3838,0,1,0
2024-05-04,TB,NYM,0.5882,1,1,1,8.2,4.0,4.2,0.3838,0,1,0
2024-05-04,KC,TEX,0.4875,0,0,1,9.81,19.0,-9.19,0.3838,0,0,1
2024-05-04,CIN,BAL,0.4425,0,0,1,6.9,3.0,3.9,0.2923,0,0,1
2024-05-04,CLE,LAA,0.6543,1,1,1,9.38,8.0,1.38,0.3838,0,1,0
2024-05-04,PHI,SF,0.5893,1,1,1,10.46,17.0,-6.54,0.3516,0,1,0
2024-05-04,OAK,MIA,0.4875,0,1,0,8.16,24.0,-15.84,0.3516,0,1,0
2024-05-04,WSH,TOR,0.457,0,0,1,9.28,9.0,0.28,0.2923,0,0,1
2024-05-04,AZ,SD,0.457,0,0,1,8.31,14.0,-5.69,0.3516,0,0,1
2024-05-04,CHC,MIL,0.457,0,1,0,7.41,11.0,-3.59,0.2923,0,0,1
2024-05-04,PIT,COL,0.4875,0,1,0,8.01,1.0,7.01,0.3516,0,0,1
2024-05-04,NYY,DET,0.4875,0,1,0,8.68,8.0,0.68,0.3838,0,1,0
2024-05-04,HOU,SEA,0.4821,0,0,1,7.85,5.0,2.85,0.2923,0,0,1
2024-05-04,STL,CWS,0.4425,0,0,1,7.41,11.0,-3.59,0.2923,0,0,1
2024-05-04,MIN,BOS,0.4875,0,1,0,8.36,4.0,4.36,0.2923,0,1,0
2024-05-05,HOU,SEA,0.457,0,0,1,8.61,9.0,-0.39,0.2923,0,0,1
2024-05-05,PHI,SF,0.4425,0,1,0,7.26,9.0,-1.74,0.2923,0,0,1
2024-05-05,LAD,ATL,0.4425,0,1,0,9.46,6.0,3.46,0.2923,0,1,0
2024-05-05,AZ,SD,0.4915,0,1,0,9.36,15.0,-5.64,0.3516,0,1,0
2024-05-05,CIN,BAL,0.457,0,0,1,10.17,12.0,-1.83,0.2923,0,0,1
2024-05-05,OAK,MIA,0.6543,1,0,0,7.78,15.0,-7.22,0.3516,0,0,1
2024-05-05,CHC,MIL,0.457,0,1,0,7.84,5.0,2.84,0.2923,0,1,0
2024-05-05,STL,CWS,0.457,0,0,1,8.17,6.0,2.17,0.3516,0,0,1
2024-05-05,MIN,BOS,0.4875,0,0,1,8.64,11.0,-2.36,0.3516,0,0,1
2024-05-05,KC,TEX,0.457,0,0,1,8.43,5.0,3.43,0.2923,0,0,1
2024-05-05,CLE,LAA,0.4875,0,1,0,9.24,5.0,4.24,0.2923,0,1,0
2024-05-05,NYY,DET,0.5882,1,1,1,5.65,7.0,-1.35,0.2923,0,1,0
2024-05-05,WSH,TOR,0.4875,0,1,0,8.23,19.0,-10.77,0.2923,0,1,0
2024-05-05,PIT,COL,0.457,0,1,0,8.89,8.0,0.89,0.2923,0,1,0
2024-05-05,TB,NYM,0.457,0,1,0,8.94,13.0,-4.06,0.3516,0,0,1
2024-05-06,CHC,SD,0.457,0,0,1,8.04,9.0,-0.96,0.2923,0,0,1
2024-05-06,TB,CWS,0.4425,0,1,0,8.34,10.0,-1.66,0.3516,0,1,0
2024-05-06,MIN,SEA,0.4425,0,1,0,9.17,4.0,5.17,0.2923,0,1,0
2024-05-06,STL,NYM,0.457,0,0,1,8.63,7.0,1.63,0.2923,0,0,1
2024-05-06,OAK,TEX,0.4118,0,0,1,9.49,6.0,3.49,0.0588,0,0,1
2024-05-06,KC,MIL,0.4915,0,1,0,7.93,5.0,2.93,0.3838,0,0,1
2024-05-06,LAD,MIA,0.6543,1,1,1,12.41,9.0,3.41,0.3838,0,1,0
2024-05-06,PIT,LAA,0.457,0,1,0,9.21,5.0,4.21,0.3516,0,1,0
2024-05-06,PHI,SF,0.6543,1,1,1,7.47,7.0,0.47,0.3838,0,1,0
2024-05-06,CLE,DET,0.4118,0,1,0,8.47,3.0,5.47,0.1818,0,0,1
2024-05-07,COL,SF,0.4425,0,0,1,10.53,5.0,5.53,0.2923,0,0,1
2024-05-07,LAD,MIA,0.6543,1,1,1,9.91,10.0,-0.09,0.3516,0,1,0
2024-05-07,KC,MIL,0.4915,0,0,1,7.79,11.0,-3.21,0.3838,0,0,1
2024-05-07,MIN,SEA,0.457,0,0,1,8.7,16.0,-7.3,0.3516,0,0,1
2024-05-07,CHC,SD,0.6543,1,1,1,8.9,5.0,3.9,0.3838,0,0,1
2024-05-07,ATL,BOS,0.6543,1,1,1,8.69,6.0,2.69,0.2923,0,1,0
2024-05-07,NYY,HOU,0.5882,1,1,1,9.23,13.0,-3.77,0.3838,0,1,0
2024-05-07,TB,CWS,0.4821,0,1,0,7.19,6.0,1.19,0.3838,0,1,0
2024-05-07,WSH,BAL,0.4118,0,1,0,9.42,3.0,6.42,0.2923,0,1,0
2024-05-07,STL,NYM,0.4875,0,0,1,8.49,12.0,-3.51,0.3516,0,0,1
2024-05-07,PIT,LAA,0.457,0,0,1,8.85,9.0,-0.15,0.2923,0,0,1
2024-05-07,CIN,AZ,0.457,0,0,1,9.91,8.0,1.91,0.2923,0,0,1
2024-05-07,CLE,DET,0.4425,0,0,1,10.05,18.0,-7.95,0.2923,0,0,1
2024-05-07,OAK,TEX,0.4425,0,0,1,7.2,23.0,-15.8,0.2923,0,0,1
2024-05-07,PHI,TOR,0.6543,1,1,1,7.83,11.0,-3.17,0.3516,0,1,0
2024-05-08,MIN,SEA,0.4425,0,1,0,8.47,9.0,-0.53,0.2143,0,1,0
2024-05-08,ATL,BOS,0.5893,1,1,1,8.64,5.0,3.64,0.2923,0,1,0
2024-05-08,NYY,HOU,0.457,0,1,0,8.68,13.0,-4.32,0.3516,0,1,0
2024-05-08,TB,CWS,0.457,0,0,1,9.01,5.0,4.01,0.3838,0,0,1
2024-05-08,WSH,BAL,0.4425,0,0,1,9.65,13.0,-3.35,0.2923,0,0,1
2024-05-08,CIN,AZ,0.4875,0,0,1,11.47,7.0,4.47,0.3516,0,0,1
2024-05-08,OAK,TEX,0.457,0,0,1,8.7,23.0,-14.3,0.3838,0,0,1
2024-05-08,OAK,TEX,0.4425,0,1,0,7.13,13.0,-5.87,0.2923,0,1,0
2024-05-08,LAD,MIA,0.6543,1,1,1,8.59,4.0,4.59,0.3838,0,1,0
