game_date,home_team,away_team,home_win_prob,ml_pred,actual_win,ml_correct,predicted_total,actual_total,ou_error,home_covers_prob,rl_pred,actual_rl,rl_correct
2024-05-08,KC,MIL,0.5882,1,1,1,8.62,10.0,-1.38,0.3838,0,1,0
2024-05-08,CLE,DET,0.457,0,1,0,7.5,9.0,-1.5,0.2923,0,0,1
2024-05-08,PHI,TOR,0.6543,1,0,0,7.09,8.0,-0.91,0.3838,0,0,1
2024-05-08,PIT,LAA,0.4425,0,0,1,8.59,9.0,-0.41,0.3516,0,0,1
2024-05-08,COL,SF,0.457,0,0,1,10.08,14.0,-3.92,0.2923,0,0,1
2024-05-08,CHC,SD,0.4425,0,0,1,7.65,3.0,4.65,0.2923,0,0,1
2024-05-09,CWS,CLE,0.457,0,1,0,7.46,5.0,2.46,0.2923,0,0,1
2024-05-09,LAA,KC,0.4425,0,0,1,9.02,14.0,-4.98,0.2923,0,0,1
2024-05-09,NYY,HOU,0.4425,0,0,1,8.42,7.0,1.42,0.2923,0,0,1
2024-05-09,COL,SF,0.5882,1,1,1,13.18,10.0,3.18,0.3838,0,1,0
2024-05-09,MIL,STL,0.6543,1,1,1,7.4,8.0,-0.6,0.3516,0,1,0
2024-05-09,MIN,SEA,0.457,0,1,0,7.17,12.0,-4.83,0.2923,0,1,0
2024-05-09,CIN,AZ,0.6543,1,0,0,8.67,9.0,-0.33,0.3838,0,0,1
2024-05-10,SEA,OAK,0.5893,1,1,1,5.28,9.0,-3.72,0.3516,0,1,0
2024-05-10,SF,CIN,0.457,0,0,1,7.49,6.0,1.49,0.3838,0,0,1
2024-05-10,SD,LAD,0.457,0,1,0,7.8,3.0,4.8,0.2923,0,0,1
2024-05-10,LAA,KC,0.457,0,0,1,9.86,3.0,6.86,0.2923,0,0,1
2024-05-10,MIL,STL,0.4821,0,1,0,6.36,13.0,-6.64,0.3838,0,1,0
2024-05-10,CWS,CLE,0.457,0,1,0,8.61,9.0,-0.39,0.3838,0,1,0
2024-05-10,MIA,PHI,0.4118,0,0,1,9.11,10.0,-0.89,0.2923,0,0,1
2024-05-10,NYM,ATL,0.457,0,0,1,8.94,6.0,2.94,0.3516,0,0,1
2024-05-10,BOS,WSH,0.6543,1,0,0,10.35,6.0,4.35,0.3838,0,0,1
2024-05-10,COL,TEX,0.457,0,1,0,10.24,6.0,4.24,0.3516,0,1,0
2024-05-10,BAL,AZ,0.457,0,1,0,9.66,6.0,3.66,0.2923,0,1,0
2024-05-10,TB,NYY,0.4118,0,0,1,8.81,2.0,6.81,0.2,0,0,1
2024-05-10,PIT,CHC,0.4425,0,0,1,10.23,9.0,1.23,0.2923,0,0,1
2024-05-10,DET,HOU,0.4118,0,0,1,8.31,7.0,1.31,0.2923,0,0,1
2024-05-10,TOR,MIN,0.457,0,0,1,7.49,5.0,2.49,0.2143,0,0,1
2024-05-11,SF,CIN,0.4425,0,1,0,9.89,6.0,3.89,0.2923,0,1,0
2024-05-11,CWS,CLE,0.4425,0,1,0,12.93,4.0,8.93,0.0588,0,1,0
2024-05-11,DET,HOU,0.4821,0,1,0,6.11,10.0,-3.89,0.3838,0,1,0
2024-05-11,TB,NYY,0.457,0,1,0,8.22,9.0,-0.78,0.2923,0,1,0
2024-05-11,MIA,PHI,0.457,0,0,1,10.3,11.0,-0.7,0.3516,0,0,1
2024-05-11,NYM,ATL,0.457,0,0,1,9.64,5.0,4.64,0.2923,0,0,1
2024-05-11,BOS,WSH,0.457,0,1,0,9.62,6.0,3.62,0.3516,0,1,0
2024-05-11,TOR,MIN,0.4875,0,1,0,8.27,18.0,-9.73,0.2923,0,1,0
2024-05-11,BAL,AZ,0.4915,0,1,0,8.57,9.0,-0.43,0.3516,0,0,1
2024-05-11,SEA,OAK,0.6543,1,0,0,6.32,9.0,-2.68,0.3516,0,0,1
2024-05-11,LAA,KC,0.457,0,1,0,8.08,12.0,-3.92,0.3516,0,1,0
2024-05-11,MIL,STL,0.4915,0,1,0,8.14,8.0,0.14,0.3838,0,1,0
2024-05-11,SD,LAD,0.4425,0,0,1,11.48,5.0,6.48,0.2923,0,0,1
2024-05-11,PIT,CHC,0.4425,0,1,0,6.96,19.0,-12.04,0.2923,0,0,1
2024-05-11,COL,TEX,0.457,0,1,0,10.0,11.0,-1.0,0.2923,0,1,0
2024-05-12,MIL,STL,0.457,0,0,1,8.17,7.0,1.17,0.2923,0,0,1
2024-05-12,COL,TEX,0.4425,0,1,0,9.35,4.0,5.35,0.2734,0,1,0
2024-05-12,SF,CIN,0.4875,0,1,0,8.89,11.0,-2.11,0.3838,0,0,1
2024-05-12,CWS,CLE,0.4821,0,0,1,9.56,7.0,2.56,0.2923,0,0,1
2024-05-12,SD,LAD,0.4821,0,1,0,10.27,4.0,6.27,0.2923,0,1,0
2024-05-12,SEA,OAK,0.5893,1,1,1,6.46,12.0,-5.54,0.3516,0,1,0
2024-05-12,NYM,ATL,0.6543,1,1,1,10.04,7.0,3.04,0.3838,0,0,1
2024-05-12,LAA,KC,0.4425,0,0,1,8.39,6.0,2.39,0.2923,0,0,1
2024-05-12,MIA,PHI,0.4118,0,1,0,8.27,13.0,-4.73,0.2923,0,0,1
2024-05-12,TB,NYY,0.4425,0,0,1,8.38,16.0,-7.62,0.2,0,0,1
2024-05-12,TOR,MIN,0.457,0,0,1,8.11,6.0,2.11,0.2923,0,0,1
2024-05-12,PIT,CHC,0.457,0,0,1,9.46,9.0,0.46,0.3516,0,0,1
2024-05-12,BOS,WSH,0.457,0,1,0,9.6,5.0,4.6,0.3838,0,0,1
2024-05-12,BAL,AZ,0.4821,0,0,1,9.46,11.0,-1.54,0.3516,0,0,1
2024-05-12,DET,HOU,0.4875,0,0,1,7.8,12.0,-4.2,0.3838,0,0,1
2024-05-13,SF,LAD,0.4425,0,0,1,8.62,10.0,-1.38,0.2923,0,0,1
2024-05-13,SEA,KC,0.457,0,1,0,7.48,8.0,-0.52,0.3516,0,1,0
2024-05-13,SD,COL,0.4821,0,0,1,10.91,9.0,1.91,0.3516,0,0,1
2024-05-13,AZ,CIN,0.457,0,1,0,10.23,11.0,-0.77,0.3838,0,0,1
2024-05-13,LAA,STL,0.457,0,0,1,8.89,15.0,-6.11,0.3516,0,0,1
2024-05-13,HOU,OAK,0.6543,1,1,1,9.83,11.0,-1.17,0.3838,0,1,0
2024-05-13,TEX,CLE,0.457,0,0,1,6.91,7.0,-0.09,0.2923,0,0,1
2024-05-13,MIL,PIT,0.5882,1,0,0,7.97,14.0,-6.03,0.3838,0,0,1
2024-05-13,ATL,CHC,0.457,0,1,0,8.76,2.0,6.76,0.3516,0,1,0
2024-05-13,NYM,PHI,0.457,0,0,1,7.2,9.0,-1.8,0.2923,0,0,1
2024-05-13,BOS,TB,0.457,0,0,1,8.91,8.0,0.91,0.3516,0,0,1
2024-05-13,DET,MIA,0.4915,0,1,0,8.7,11.0,-2.3,0.3516,0,0,1
2024-05-13,BAL,TOR,0.4915,0,0,1,6.67,5.0,1.67,0.3516,0,0,1
2024-05-14,LAA,STL,0.4425,0,0,1,10.39,13.0,-2.61,0.2923,0,0,1
2024-05-14,AZ,CIN,0.4425,0,0,1,9.43,8.0,1.43,0.3516,0,0,1
2024-05-14,SD,COL,0.5893,1,0,0,8.63,9.0,-0.37,0.3516,0,0,1
2024-05-14,SEA,KC,0.4875,0,0,1,7.05,6.0,1.05,0.3516,0,0,1
2024-05-14,SF,LAD,0.4425,0,0,1,9.27,12.0,-2.73,0.0588,0,0,1
2024-05-14,HOU,OAK,0.6543,1,1,1,7.45,3.0,4.45,0.3516,0,0,1
2024-05-14,MIL,PIT,0.5882,1,1,1,8.19,7.0,1.19,0.3838,0,0,1
2024-05-14,MIN,NYY,0.4425,0,0,1,10.6,6.0,4.6,0.2923,0,0,1
2024-05-14,ATL,CHC,0.5882,1,1,1,7.54,7.0,0.54,0.3838,0,1,0
2024-05-14,BOS,TB,0.4915,0,1,0,10.43,9.0,1.43,0.3838,0,0,1
2024-05-14,TEX,CLE,0.3529,0,0,1,10.89,11.0,-0.11,0.0588,0,0,1
2024-05-14,CWS,WSH,0.457,0,1,0,8.74,4.0,4.74,0.2923,0,1,0
2024-05-14,CWS,WSH,0.3529,0,0,1,8.94,9.0,-0.06,0.0588,0,0,1
2024-05-14,NYM,PHI,0.457,0,0,1,6.62,4.0,2.62,0.2923,0,0,1
2024-05-14,CWS,WSH,0.3529,0,0,1,8.94,,,0.0588,0,0,1
2024-05-14,DET,MIA,0.457,0,0,1,6.12,1.0,5.12,0.3516,0,0,1
2024-05-15,SF,LAD,0.6543,1,1,1,8.96,5.0,3.96,0.4167,0,1,0
2024-05-15,LAA,STL,0.457,0,1,0,9.33,9.0,0.33,0.2923,0,1,0
2024-05-15,HOU,OAK,0.6543,1,1,1,7.53,3.0,4.53,0.3838,0,1,0
2024-05-15,TEX,CLE,0.4425,0,1,0,10.36,4.0,6.36,0.2923,0,1,0
2024-05-15,MIN,NYY,0.4915,0,0,1,8.37,4.0,4.37,0.2923,0,0,1
2024-05-15,ATL,CHC,0.4875,0,0,1,9.73,8.0,1.73,0.3516,0,0,1
2024-05-15,BOS,TB,0.4915,0,0,1,9.48,7.0,2.48,0.3516,0,0,1
2024-05-15,PHI,NYM,0.457,0,1,0,8.97,15.0,-6.03,0.3516,0,1,0
2024-05-15,SD,COL,0.6543,1,0,0,7.45,8.0,-0.55,0.3838,0,0,1
2024-05-15,AZ,CIN,0.457,0,1,0,7.83,3.0,4.83,0.3516,0,0,1
2024-05-15,SEA,KC,0.4915,0,1,0,7.22,6.0,1.22,0.3838,0,1,0
2024-05-15,MIL,PIT,0.6543,1,1,1,8.06,12.0,-3.94,0.3838,0,1,0
2024-05-15,DET,MIA,0.457,0,0,1,7.85,2.0,5.85,0.3516,0,0,1
2024-05-15,BAL,TOR,0.5882,1,1,1,6.01,5.0,1.01,0.3516,0,0,1
2024-05-15,CWS,WSH,0.5882,1,1,1,8.78,2.0,6.78,0.3838,0,1,0
2024-05-16,LAD,CIN,0.457,0,0,1,7.94,9.0,-1.06,0.3516,0,0,1
2024-05-16,HOU,OAK,0.4875,0,1,0,8.29,9.0,-0.71,0.3838,0,1,0
2024-05-16,CHC,PIT,0.4875,0,0,1,6.54,9.0,-2.46,0.3838,0,0,1
2024-05-16,BOS,TB,0.4875,0,0,1,8.68,12.0,-3.32,0.3516,0,0,1
2024-05-16,MIN,NYY,0.457,0,0,1,8.03,5.0,3.03,0.2923,0,0,1
2024-05-16,PHI,NYM,0.4118,0,0,1,9.34,11.0,-1.66,0.2,0,0,1
2024-05-17,MIA,NYM,0.4425,0,1,0,8.98,8.0,0.98,0.2923,0,1,0
2024-05-17,ATL,SD,0.4875,0,0,1,9.94,4.0,5.94,0.3838,0,0,1
2024-05-17,CLE,MIN,0.4118,0,1,0,9.94,5.0,4.94,0.2143,0,0,1
2024-05-17,HOU,MIL,0.4821,0,1,0,8.29,9.0,-0.71,0.2923,0,0,1
2024-05-17,STL,BOS,0.457,0,1,0,9.31,16.0,-6.69,0.3516,0,1,0
2024-05-17,AZ,DET,0.4821,0,0,1,6.7,13.0,-6.3,0.2923,0,0,1
2024-05-17,SF,COL,0.4425,0,1,0,10.75,15.0,-4.25,0.2923,0,1,0
2024-05-17,KC,OAK,0.5893,1,1,1,7.26,8.0,-0.74,0.3838,0,1,0
2024-05-17,TEX,LAA,0.4821,0,0,1,8.38,12.0,-3.62,0.3516,0,0,1
2024-05-17,TOR,TB,0.457,0,0,1,9.34,7.0,2.34,0.3148,0,0,1
2024-05-17,LAD,CIN,0.4875,0,1,0,9.24,10.0,-0.76,0.3838,0,1,0
2024-05-17,BAL,SEA,0.4821,0,1,0,7.03,11.0,-3.97,0.2923,0,1,0
2024-05-17,CHC,PIT,0.4425,0,0,1,7.67,12.0,-4.33,0.2923,0,0,1
2024-05-17,NYY,CWS,0.6543,1,1,1,10.58,6.0,4.58,0.4167,0,1,0
2024-05-17,PHI,WSH,0.5893,1,1,1,7.88,6.0,1.88,0.3838,0,1,0
2024-05-18,AZ,DET,0.4821,0,0,1,7.06,11.0,-3.94,0.3516,0,0,1
2024-05-18,LAD,CIN,0.5882,1,1,1,10.25,4.0,6.25,0.3838,0,1,0
2024-05-18,TEX,LAA,0.6543,1,1,1,8.06,5.0,3.06,0.2923,0,0,1
2024-05-18,HOU,MIL,0.457,0,0,1,10.45,6.0,4.45,0.3516,0,0,1
2024-05-18,KC,OAK,0.5893,1,1,1,9.05,8.0,1.05,0.4167,0,1,0
2024-05-18,CLE,MIN,0.457,0,1,0,10.35,15.0,-4.65,0.3516,0,1,0
2024-05-18,PHI,WSH,0.5882,1,1,1,8.74,7.0,1.74,0.3516,0,0,1
2024-05-18,MIA,NYM,0.457,0,1,0,10.68,19.0,-8.32,0.2923,0,0,1
2024-05-18,SF,COL,0.6543,1,1,1,10.74,18.0,-7.26,0.3838,0,1,0
2024-05-18,STL,BOS,0.4915,0,1,0,10.12,9.0,1.12,0.3838,0,1,0
2024-05-18,TOR,TB,0.457,0,0,1,8.73,9.0,-0.27,0.2923,0,0,1
2024-05-18,CHC,PIT,0.6543,1,1,1,6.8,1.0,5.8,0.3838,0,0,1
2024-05-18,NYY,CWS,0.5893,1,1,1,11.8,7.0,4.8,0.3838,0,1,0
2024-05-18,BAL,SEA,0.457,0,0,1,8.4,7.0,1.4,0.3516,0,0,1
2024-05-19,ATL,SD,0.4425,0,0,1,9.2,10.0,-0.8,0.2923,0,0,1
2024-05-19,LAD,CIN,0.457,0,1,0,7.71,5.0,2.71,0.3516,0,0,1
2024-05-19,AZ,DET,0.4915,0,1,0,9.78,10.0,-0.22,0.3838,0,1,0
2024-05-19,SF,COL,0.6543,1,1,1,8.92,5.0,3.92,0.3516,0,1,0
2024-05-19,TEX,LAA,0.457,0,0,1,7.58,5.0,2.58,0.3516,0,0,1
2024-05-19,CHC,PIT,0.5893,1,0,0,6.89,5.0,1.89,0.3838,0,0,1
2024-05-19,HOU,MIL,0.457,0,1,0,9.45,13.0,-3.55,0.3516,0,1,0
2024-05-19,KC,OAK,0.457,0,1,0,7.77,12.0,-4.23,0.3516,0,1,0
2024-05-19,MIA,NYM,0.4425,0,0,1,9.87,10.0,-0.13,0.2923,0,0,1
2024-05-19,CLE,MIN,0.457,0,1,0,8.52,7.0,1.52,0.3516,0,1,0
2024-05-19,TOR,TB,0.457,0,1,0,8.88,7.0,1.88,0.2923,0,1,0
2024-05-19,PHI,WSH,0.4425,0,1,0,7.61,16.0,-8.39,0.2923,0,1,0
2024-05-19,BAL,SEA,0.6543,1,1,1,5.97,9.0,-3.03,0.3516,0,1,0
2024-05-19,STL,BOS,0.457,0,0,1,9.45,14.0,-4.55,0.2923,0,0,1
2024-05-19,NYY,CWS,0.5893,1,1,1,9.29,9.0,0.29,0.3838,0,1,0
2024-05-20,MIA,MIL,0.4425,0,1,0,8.12,5.0,3.12,0.2923,0,0,1
2024-05-20,HOU,LAA,0.6543,1,0,0,8.37,16.0,-7.63,0.4167,0,0,1
2024-05-20,STL,BAL,0.4915,0,1,0,8.47,9.0,-0.53,0.3516,0,1,0
2024-05-20,KC,DET,0.5882,1,1,1,7.41,11.0,-3.59,0.3516,0,1,0
2024-05-20,CLE,NYM,0.457,0,1,0,7.38,4.0,3.38,0.2923,0,1,0
2024-05-20,NYY,SEA,0.4875,0,0,1,8.45,9.0,-0.55,0.3516,0,0,1
2024-05-20,TB,BOS,0.457,0,0,1,8.9,5.0,3.9,0.3516,0,0,1
2024-05-20,WSH,MIN,0.4821,0,1,0,8.65,15.0,-6.35,0.2923,0,1,0
2024-05-20,LAD,AZ,0.5893,1,1,1,10.61,10.0,0.61,0.3838,0,1,0
2024-05-20,ATL,SD,0.4875,0,1,0,9.55,3.0,6.55,0.3838,0,1,0
2024-05-20,ATL,SD,0.457,0,0,1,7.45,11.0,-3.55,0.3516,0,0,1
2024-05-20,ATL,SD,0.4425,0,0,1,8.91,,,0.2923,0,0,1
2024-05-20,TOR,CWS,0.457,0,1,0,8.72,12.0,-3.28,0.2923,0,1,0
2024-05-21,STL,BAL,0.4425,0,1,0,8.46,4.0,4.46,0.3516,0,1,0
2024-05-21,LAD,AZ,0.5893,1,0,0,8.66,10.0,-1.34,0.3838,0,0,1
2024-05-21,OAK,COL,0.457,0,1,0,8.78,9.0,-0.22,0.2923,0,0,1
2024-05-21,HOU,LAA,0.6543,1,1,1,8.54,11.0,-2.46,0.3838,0,0,1
2024-05-21,STL,BAL,0.4425,0,1,0,8.46,4.0,4.46,0.3516,0,1,0
2024-05-21,KC,DET,0.5882,1,1,1,9.32,13.0,-3.68,0.3516,0,1,0
2024-05-21,TOR,CWS,0.4875,0,0,1,7.33,5.0,2.33,0.3516,0,0,1
2024-05-21,NYY,SEA,0.457,0,0,1,6.35,9.0,-2.65,0.2923,0,0,1
2024-05-21,TB,BOS,0.5882,1,0,0,8.06,7.0,1.06,0.3838,0,0,1
2024-05-21,WSH,MIN,0.457,0,0,1,10.13,10.0,0.13,0.2923,0,0,1
2024-05-21,CHC,ATL,0.457,0,1,0,8.7,7.0,1.7,0.2923,0,0,1
2024-05-21,PHI,TEX,0.457,0,1,0,8.39,7.0,1.39,0.3516,0,1,0
2024-05-21,PIT,SF,0.4425,0,1,0,9.48,13.0,-3.52,0.2923,0,0,1
2024-05-21,CIN,SD,0.4425,0,1,0,7.78,2.0,5.78,0.3516,0,1,0
2024-05-21,CLE,NYM,0.457,0,1,0,9.29,13.0,-3.71,0.2923,0,0,1
2024-05-21,MIA,MIL,0.4425,0,0,1,10.35,12.0,-1.65,0.2923,0,0,1
2024-05-22,CHC,ATL,0.457,0,0,1,8.07,11.0,-2.93,0.3516,0,0,1
2024-05-22,TOR,CWS,0.4821,0,1,0,9.44,11.0,-1.56,0.3838,0,1,0
2024-05-22,NYY,SEA,0.457,0,1,0,8.03,10.0,-1.97,0.3516,0,1,0
2024-05-22,TB,BOS,0.4915,0,0,1,8.26,13.0,-4.74,0.3516,0,0,1
2024-05-22,MIA,MIL,0.4425,0,1,0,9.18,1.0,8.18,0.2923,0,0,1
2024-05-22,PHI,TEX,0.4425,0,1,0,11.61,15.0,-3.39,0.2923,0,1,0
2024-05-22,PIT,SF,0.4425,0,0,1,8.3,14.0,-5.7,0.3838,0,0,1
2024-05-22,CIN,SD,0.4915,0,0,1,7.74,10.0,-2.26,0.3516,0,0,1
2024-05-22,KC,DET,0.457,0,1,0,6.55,11.0,-4.45,0.2923,0,1,0
2024-05-22,CLE,NYM,0.4425,0,1,0,8.44,9.0,-0.56,0.2923,0,1,0
2024-05-22,STL,BAL,0.4425,0,1,0,6.97,9.0,-2.03,0.2923,0,0,1
2024-05-22,WSH,MIN,0.457,0,0,1,9.14,5.0,4.14,0.3516,0,0,1
2024-05-22,OAK,COL,0.4425,0,0,1,9.08,7.0,2.08,0.341,0,0,1
2024-05-22,HOU,LAA,0.5882,1,0,0,7.62,3.0,4.62,0.3838,0,0,1
2024-05-22,LAD,AZ,0.6543,1,0,0,10.05,6.0,4.05,0.9556,1,0,0
2024-05-23,CWS,BAL,0.4118,0,0,1,11.56,14.0,-2.44,0.1818,0,0,1
2024-05-23,DET,TOR,0.4875,0,0,1,6.42,10.0,-3.58,0.3516,0,0,1
2024-05-23,CHC,ATL,0.457,0,0,1,8.41,3.0,5.41,0.3516,0,0,1
2024-05-23,CIN,SD,0.4544,0,0,1,10.4,10.0,0.4,0.2923,0,0,1
2024-05-23,PHI,TEX,0.4875,0,1,0,8.17,7.0,1.17,0.3516,0,1,0
2024-05-23,NYY,SEA,0.457,0,1,0,8.63,5.0,3.63,0.3516,0,1,0
2024-05-23,OAK,COL,0.4425,0,1,0,9.93,19.0,-9.07,0.3516,0,0,1
2024-05-23,PIT,SF,0.5893,1,0,0,6.66,13.0,-6.34,0.3516,0,0,1
2024-05-24,AZ,MIA,0.6543,1,0,0,5.14,3.0,2.14,0.3838,0,0,1
2024-05-24,SD,NYY,0.457,0,0,1,8.25,8.0,0.25,0.3516,0,0,1
2024-05-24,OAK,HOU,0.4425,0,0,1,7.54,9.0,-1.46,0.2923,0,0,1
2024-05-24,LAA,CLE,0.4425,0,0,1,9.44,14.0,-4.56,0.2923,0,0,1
2024-05-24,COL,PHI,0.4118,0,1,0,8.43,5.0,3.43,0.0588,0,0,1
2024-05-24,CWS,BAL,0.4425,0,0,1,9.92,10.0,-0.08,0.2923,0,0,1
2024-05-24,BOS,MIL,0.457,0,0,1,9.19,9.0,0.19,0.2923,0,0,1
2024-05-24,MIN,TEX,0.457,0,1,0,7.64,5.0,2.64,0.3516,0,0,1
2024-05-24,CIN,LAD,0.4425,0,1,0,9.08,15.0,-5.92,0.3516,0,1,0
2024-05-24,NYM,SF,0.457,0,0,1,8.53,15.0,-6.47,0.3516,0,0,1
2024-05-24,WSH,SEA,0.4915,0,1,0,8.13,7.0,1.13,0.2923,0,1,0
2024-05-24,PIT,ATL,0.4821,0,1,0,9.49,16.0,-6.51,0.2923,0,1,0
2024-05-24,DET,TOR,0.4425,0,1,0,9.04,8.0,1.04,0.2923,0,1,0
2024-05-24,TB,KC,0.457,0,0,1,7.96,9.0,-1.04,0.2923,0,0,1
2024-05-25,PIT,ATL,0.4425,0,1,0,7.96,5.0,2.96,0.2923,0,1,0
2024-05-25,CIN,LAD,0.6543,1,1,1,8.69,4.0,4.69,0.3626,0,1,0
2024-05-25,COL,PHI,0.3529,0,0,1,8.54,12.0,-3.46,0.2923,0,0,1
2024-05-25,LAA,CLE,0.457,0,0,1,7.94,7.0,0.94,0.2923,0,0,1
2024-05-25,SD,NYY,0.5882,1,0,0,8.41,5.0,3.41,0.3516,0,0,1
2024-05-25,BOS,MIL,0.5882,1,0,0,9.16,9.0,0.16,0.3412,0,0,1
2024-05-25,AZ,MIA,0.5882,1,1,1,11.04,5.0,6.04,0.3516,0,0,1
2024-05-25,TB,KC,0.5882,1,0,0,8.62,11.0,-2.38,0.3516,0,0,1
2024-05-25,OAK,HOU,0.4425,0,1,0,9.03,4.0,5.03,0.2923,0,1,0
2024-05-25,WSH,SEA,0.4821,0,1,0,7.7,4.0,3.7,0.2923,0,1,0
2024-05-25,STL,CHC,0.4425,0,1,0,8.94,13.0,-4.06,0.2923,0,0,1
2024-05-25,MIN,TEX,0.4425,0,1,0,8.42,8.0,0.42,0.2923,0,1,0
2024-05-25,NYM,SF,0.5882,1,0,0,8.1,9.0,-0.9,0.3516,0,0,1
2024-05-25,DET,TOR,0.457,0,1,0,7.25,3.0,4.25,0.3516,0,0,1
2024-05-25,CWS,BAL,0.5882,1,0,0,8.9,8.0,0.9,0.3516,0,0,1
2024-05-26,COL,PHI,0.3529,0,1,0,10.24,7.0,3.24,0.2923,0,1,0
2024-05-26,TB,KC,0.4875,0,1,0,8.51,5.0,3.51,0.3516,0,1,0
2024-05-26,LAA,CLE,0.4425,0,0,1,8.47,9.0,-0.53,0.2143,0,0,1
2024-05-26,CWS,BAL,0.457,0,0,1,7.08,5.0,2.08,0.2923,0,0,1
2024-05-26,OAK,HOU,0.4425,0,0,1,9.27,7.0,2.27,0.2923,0,0,1
2024-05-26,AZ,MIA,0.4425,0,0,1,9.0,4.0,5.0,0.2923,0,0,1
2024-05-26,SD,NYY,0.457,0,1,0,7.42,7.0,0.42,0.2923,0,1,0
2024-05-26,STL,CHC,0.457,0,1,0,7.6,7.0,0.6,0.2923,0,0,1
2024-05-26,MIN,TEX,0.4875,0,0,1,8.44,8.0,0.44,0.3516,0,0,1
2024-05-26,NYM,SF,0.5882,1,1,1,7.84,7.0,0.84,0.3516,0,0,1
2024-05-26,BOS,MIL,0.4821,0,1,0,9.49,3.0,6.49,0.3516,0,0,1
2024-05-26,WSH,SEA,0.4821,0,0,1,8.37,14.0,-5.63,0.2923,0,0,1
2024-05-26,CIN,LAD,0.4425,0,1,0,6.97,5.0,1.97,0.3516,0,1,0
2024-05-26,DET,TOR,0.5882,1,1,1,8.7,25.0,-16.3,0.2923,0,1,0
2024-05-26,PIT,ATL,0.4425,0,0,1,7.12,9.0,-1.88,0.2923,0,0,1
2024-05-27,MIN,KC,0.6543,1,1,1,8.12,11.0,-2.88,0.3516,0,0,1
2024-05-27,SEA,HOU,0.4425,0,1,0,6.42,5.0,1.42,0.2923,0,0,1
2024-05-27,SD,MIA,0.6543,1,1,1,6.45,3.0,3.45,0.3516,0,0,1
2024-05-27,SF,PHI,0.5882,1,1,1,13.24,12.0,1.24,0.75,1,1,1
2024-05-27,MIL,CHC,0.5893,1,1,1,6.3,6.0,0.3,0.3516,0,1,0
2024-05-27,ATL,WSH,0.4821,0,0,1,10.55,12.0,-1.45,0.3516,0,0,1
2024-05-27,BAL,BOS,0.457,0,1,0,9.65,14.0,-4.35,0.3516,0,1,0
2024-05-27,CWS,TOR,0.4118,0,0,1,11.39,6.0,5.39,0.0588,0,0,1
2024-05-27,COL,CLE,0.4118,0,1,0,12.82,14.0,-1.18,0.2923,0,1,0
2024-05-27,CIN,STL,0.457,0,1,0,9.96,4.0,5.96,0.3516,0,1,0
2024-05-28,ATL,WSH,0.4875,0,1,0,9.41,2.0,7.41,0.3516,0,1,0
2024-05-28,MIN,KC,0.457,0,1,0,7.84,6.0,1.84,0.2923,0,1,0
2024-05-28,CWS,TOR,0.3529,0,0,1,12.26,9.0,3.26,0.0588,0,0,1
2024-05-28,SD,MIA,0.4915,0,1,0,9.51,4.0,5.51,0.2923,0,1,0
2024-05-28,LAA,NYY,0.25,0,1,0,8.74,7.0,1.74,0.1818,0,0,1
2024-05-28,COL,CLE,0.457,0,0,1,9.81,20.0,-10.19,0.3516,0,0,1
2024-05-28,TEX,AZ,0.4915,0,1,0,9.04,6.0,3.04,0.3516,0,1,0
2024-05-28,MIL,CHC,0.4425,0,0,1,7.81,9.0,-1.19,0.2923,0,0,1
2024-05-28,TB,OAK,0.6543,1,0,0,7.5,3.0,4.5,0.3838,0,0,1
2024-05-28,SF,PHI,0.4425,0,1,0,7.53,1.0,6.53,0.1818,0,0,1
2024-05-28,CIN,STL,0.457,0,0,1,9.2,8.0,1.2,0.3516,0,0,1
2024-05-28,SEA,HOU,0.4425,0,1,0,7.8,6.0,1.8,0.2923,0,1,0
2024-05-28,NYM,LAD,0.457,0,0,1,8.61,3.0,5.61,0.3516,0,0,1
2024-05-28,NYM,LAD,0.457,0,0,1,8.69,7.0,1.69,0.2923,0,0,1
2024-05-28,NYM,LAD,0.4479,0,0,1,8.99,,,0.3516,0,0,1
2024-05-28,BAL,BOS,0.4821,0,0,1,9.19,11.0,-1.81,0.3516,0,0,1
2024-05-29,NYM,LAD,0.4915,0,0,1,7.99,13.0,-5.01,0.3516,0,0,1
2024-05-29,ATL,WSH,0.4915,0,0,1,8.06,9.0,-0.94,0.3516,0,0,1
2024-05-29,MIN,KC,0.4875,0,0,1,7.83,7.0,0.83,0.2923,0,0,1
2024-05-29,CWS,TOR,0.457,0,0,1,9.66,4.0,5.66,0.2923,0,0,1
2024-05-29,MIL,CHC,0.457,0,1,0,7.48,16.0,-8.52,0.2923,0,1,0
2024-05-29,TB,OAK,0.5882,1,1,1,8.56,7.0,1.56,0.3838,0,0,1
2024-05-29,COL,CLE,0.457,0,1,0,11.85,11.0,0.85,0.2923,0,1,0
2024-05-29,LAA,NYY,0.4425,0,0,1,7.18,3.0,4.18,0.2143,0,0,1
2024-05-29,BAL,BOS,0.457,0,1,0,8.76,7.0,1.76,0.3516,0,1,0
2024-05-29,SEA,HOU,0.457,0,1,0,8.28,3.0,5.28,0.3516,0,0,1
2024-05-29,SD,MIA,0.6543,1,0,0,6.34,10.0,-3.66,0.3838,0,0,1
2024-05-29,SF,PHI,0.4425,0,0,1,9.15,7.0,2.15,0.2923,0,0,1
